name,lat,lng,attr,distance(km),cool_time_Lv1(h),cool_time_Lv1(hms),cool_time_Lv2(h),cool_time_Lv2(hms),cool_time_Lv3(h),cool_time_Lv3(hms),cool_time_Lv4(h),cool_time_Lv4(hms),cool_time_Lv5(h),cool_time_Lv5(hms),cool_time_Lv6(h),cool_time_Lv6(hms),cool_time_Lv7(h),cool_time_Lv7(hms)
南越谷,35.876106,139.790499,cool,810.861,20.68503,20時間41分6秒,19.20490,19時間12分18秒,17.77531,17時間46分31秒,16.39625,16時間23分47秒,13.57406,13時間34分27秒,10.94139,10時間56分29秒,8.49825,8時間29分54秒
新越谷,35.875186,139.789905,eco,810.971,20.68528,20時間41分7秒,19.20530,19時間12分19秒,17.77583,17時間46分33秒,16.39689,16時間23分49秒,13.57480,13時間34分29秒,10.94217,10時間56分32秒,8.49901,8時間29分56秒
越谷レイクタウン,35.876176,139.8221,cool,810.412,20.68402,20時間41分2秒,19.20329,19時間12分12秒,17.77316,17時間46分23秒,16.39363,16時間23分37秒,13.57103,13時間34分16秒,10.93820,10時間56分18秒,8.49513,8時間29分42秒
吉川,35.87662,139.843162,eco,810.074,20.68325,20時間41分0秒,19.20207,19時間12分7秒,17.77154,17時間46分18秒,16.39166,16時間23分30秒,13.56876,13時間34分8秒,10.93580,10時間56分9秒,8.49278,8時間29分34秒
吉川美南,35.868026,139.858445,eco,810.811,20.68492,20時間41分6秒,19.20472,19時間12分17秒,17.77507,17時間46分30秒,16.39596,16時間23分45秒,13.57372,13時間34分25秒,10.94103,10時間56分28秒,8.49790,8時間29分52秒
新三郷,35.858667,139.869341,eco,811.693,20.68691,20時間41分13秒,19.20789,19時間12分28秒,17.77928,17時間46分45秒,16.40111,16時間24分4秒,13.57965,13時間34分47秒,10.94729,10時間56分50秒,8.50402,8時間30分14秒
三郷(埼玉),35.845004,139.886341,eco,812.970,20.68980,20時間41分23秒,19.21247,19時間12分45秒,17.78538,17時間47分7秒,16.40855,16時間24分31秒,13.58823,13時間35分18秒,10.95634,10時間57分23秒,8.51287,8時間30分46秒
南流山,35.838035,139.903865,cool,813.506,20.69101,20時間41分28秒,19.21439,19時間12分52秒,17.78794,17時間47分17秒,16.41167,16時間24分42秒,13.59183,13時間35分31秒,10.96013,10時間57分36秒,8.51657,8時間31分0秒
新松戸,35.825467,139.921076,cool,814.666,20.69362,20時間41分37秒,19.21854,19時間13分7秒,17.79347,17時間47分36秒,16.41841,16時間25分6秒,13.59961,13時間35分59秒,10.96834,10時間58分6秒,8.52459,8時間31分29秒
幸谷,35.826642,139.919912,eco,814.551,20.69336,20時間41分36秒,19.21813,19時間13分5秒,17.79292,17時間47分35秒,16.41774,16時間25分4秒,13.59884,13時間35分56秒,10.96752,10時間58分3秒,8.52380,8時間31分26秒
新八柱,35.792013,139.938393,cool,818.127,20.70139,20時間42分5秒,19.23089,19時間13分51秒,17.80992,17時間48分36秒,16.43848,16時間26分19秒,13.62275,13時間37分22秒,10.99274,10時間59分34秒,8.54846,8時間32分54秒
八柱,35.791394,139.937362,heat,818.208,20.70157,20時間42分6秒,19.23118,19時間13分52秒,17.81031,17時間48分37秒,16.43894,16時間26分20秒,13.62329,13時間37分24秒,10.99331,10時間59分36秒,8.54902,8時間32分56秒
東松戸,35.770611,139.943848,eco,820.414,20.70651,20時間42分23秒,19.23903,19時間14分21秒,17.82076,17時間49分15秒,16.45169,16時間27分6秒,13.63799,13時間38分17秒,11.00881,11時間0分32秒,8.56417,8時間33分51秒
市川大野,35.755432,139.951227,eco,821.993,20.71004,20時間42分36秒,19.24463,19時間14分41秒,17.82822,17時間49分42秒,16.46079,16時間27分39秒,13.64848,13時間38分55秒,11.01988,11時間1分12秒,8.57500,8時間34分30秒
船橋法典,35.730435,139.966771,eco,824.553,20.71574,20時間42分57秒,19.25369,19時間15分13秒,17.84029,17時間50分25秒,16.47551,16時間28分32秒,13.66546,13時間39分56秒,11.03779,11時間2分16秒,8.59250,8時間35分33秒
西船橋,35.707283,139.959536,eco,827.192,20.72160,20時間43分18秒,19.26301,19時間15分47秒,17.85269,17時間51分10秒,16.49064,16時間29分26秒,13.68290,13時間40分58秒,11.05618,11時間3分22秒,8.61049,8時間36分38秒
東神奈川,35.47804,139.633466,cool,856.824,20.78609,20時間47分10秒,19.36548,19時間21分56秒,17.98916,17時間59分21秒,16.65710,16時間39分26秒,13.87486,13時間52分29秒,11.25864,11時間15分31秒,8.80845,8時間48分30秒
京急東神奈川,35.477412,139.634669,cool,856.875,20.78619,20時間47分10秒,19.36566,19時間21分56秒,17.98939,17時間59分22秒,16.65738,16時間39分27秒,13.87518,13時間52分31秒,11.25898,11時間15分32秒,8.80878,8時間48分32秒
大口,35.492375,139.646288,cool,855.062,20.78232,20時間46分56秒,19.35950,19時間21分34秒,17.98119,17時間58分52秒,16.64738,16時間38分51秒,13.86365,13時間51分49秒,11.24681,11時間14分49秒,8.79689,8時間47分49秒
菊名,35.509749,139.630147,cool,853.395,20.77875,20時間46分43秒,19.35382,19時間21分14秒,17.97363,17時間58分25秒,16.63816,16時間38分17秒,13.85301,13時間51分11秒,11.23560,11時間14分8秒,8.78592,8時間47分9秒
新横浜,35.506824,139.617348,cool,853.907,20.77984,20時間46分47秒,19.35557,19時間21分20秒,17.97595,17時間58分33秒,16.64100,16時間38分28秒,13.85628,13時間51分23秒,11.23905,11時間14分21秒,8.78929,8時間47分21秒
小机,35.508533,139.599787,cool,853.983,20.78001,20時間46分48秒,19.35583,19時間21分21秒,17.97630,17時間58分35秒,16.64142,16時間38分29秒,13.85677,13時間51分24秒,11.23956,11時間14分22秒,8.78979,8時間47分23秒
鴨居,35.510955,139.56707,cool,854.217,20.78051,20時間46分50秒,19.35662,19時間21分24秒,17.97736,17時間58分38秒,16.64271,16時間38分34秒,13.85826,13時間51分30秒,11.24113,11時間14分28秒,8.79133,8時間47分29秒
中山(神奈川),35.514745,139.539692,cool,854.227,20.78053,20時間46分50秒,19.35666,19時間21分24秒,17.97740,17時間58分39秒,16.64277,16時間38分34秒,13.85832,13時間51分30秒,11.24120,11時間14分28秒,8.79140,8時間47分29秒
十日市場(神奈川),35.526254,139.51669,eco,853.328,20.77860,20時間46分43秒,19.35359,19時間21分13秒,17.97332,17時間58分24秒,16.63779,16時間38分16秒,13.85259,13時間51分9秒,11.23515,11時間14分7秒,8.78548,8時間47分8秒
長津田,35.531698,139.49468,cool,853.083,20.77808,20時間46分41秒,19.35276,19時間21分10秒,17.97221,17時間58分20秒,16.63643,16時間38分11秒,13.85102,13時間51分4秒,11.23350,11時間14分1秒,8.78387,8時間47分2秒
成瀬,35.535412,139.472875,heat,853.029,20.77796,20時間46分41秒,19.35258,19時間21分9秒,17.97197,17時間58分19秒,16.63613,16時間38分10秒,13.85068,13時間51分2秒,11.23314,11時間13分59秒,8.78351,8時間47分1秒
町田,35.542004,139.445579,heat,852.754,20.77737,20時間46分39秒,19.35164,19時間21分6秒,17.97072,17時間58分15秒,16.63461,16時間38分5秒,13.84892,13時間50分56秒,11.23128,11時間13分53秒,8.78170,8時間46分54秒
古淵,35.556055,139.419151,eco,851.657,20.77502,20時間46分30秒,19.34789,19時間20分52秒,17.96573,17時間57分57秒,16.62853,16時間37分43秒,13.84191,13時間50分31秒,11.22389,11時間13分26秒,8.77447,8時間46分28秒
淵野辺,35.568784,139.395075,eco,850.671,20.77289,20時間46分22秒,19.34452,19時間20分40秒,17.96124,17時間57分40秒,16.62305,16時間37分23秒,13.83559,13時間50分8秒,11.21723,11時間13分2秒,8.76796,8時間46分5秒
矢部,35.573275,139.386373,heat,850.328,20.77216,20時間46分20秒,19.34335,19時間20分36秒,17.95968,17時間57分35秒,16.62115,16時間37分16秒,13.83339,13時間50分0秒,11.21491,11時間12分54秒,8.76569,8時間45分56秒
相模原,35.58113,139.371007,heat,849.733,20.77087,20時間46分15秒,19.34131,19時間20分29秒,17.95697,17時間57分25秒,16.61784,16時間37分4秒,13.82958,13時間49分46秒,11.21088,11時間12分39秒,8.76175,8時間45分42秒
橋本(神奈川),35.594975,139.344586,heat,848.679,20.76860,20時間46分7秒,19.33770,19時間20分16秒,17.95216,17時間57分8秒,16.61197,16時間36分43秒,13.82281,13時間49分22秒,11.20375,11時間12分13秒,8.75478,8時間45分17秒
相原,35.60694,139.33169,heat,847.599,20.76627,20時間45分59秒,19.33399,19時間20分2秒,17.94722,17時間56分50秒,16.60595,16時間36分21秒,13.81587,13時間48分57秒,11.19643,11時間11分47秒,8.74762,8時間44分51秒
八王子みなみ野,35.630664,139.330678,cool,845.029,20.76071,20時間45分39秒,19.32515,19時間19分31秒,17.93545,17時間56分8秒,16.59159,16時間35分30秒,13.79931,13時間47分58秒,11.17896,11時間10分44秒,8.73054,8時間43分50秒
片倉,35.639704,139.34119,cool,843.858,20.75817,20時間45分29秒,19.32112,19時間19分16秒,17.93007,17時間55分48秒,16.58503,16時間35分6秒,13.79175,13時間47分30秒,11.17099,11時間10分16秒,8.72274,8時間43分22秒
八王子,35.655555,139.338998,eco,842.168,20.75449,20時間45分16秒,19.31528,19時間18分55秒,17.92230,17時間55分20秒,16.57555,16時間34分32秒,13.78082,13時間46分51秒,11.15945,11時間9分34秒,8.71147,8時間42分41秒
桜木町,35.451112,139.630881,cool,859.816,20.79246,20時間47分33秒,19.37562,19時間22分32秒,18.00265,18時間0分10秒,16.67356,16時間40分25秒,13.89384,13時間53分38秒,11.27866,11時間16分43秒,8.82802,8時間49分41秒
関内,35.443336,139.636984,cool,860.580,20.79409,20時間47分39秒,19.37820,19時間22分42秒,18.00609,18時間0分22秒,16.67776,16時間40分40秒,13.89867,13時間53分55秒,11.28376,11時間17分2秒,8.83301,8時間49分59秒
石川町,35.438808,139.642934,cool,860.989,20.79495,20時間47分42秒,19.37958,19時間22分46秒,18.00793,18時間0分29秒,16.68000,16時間40分48秒,13.90126,13時間54分5秒,11.28648,11時間17分11秒,8.83567,8時間50分8秒
山手,35.426891,139.646425,cool,862.246,20.79762,20時間47分51秒,19.38382,19時間23分2秒,18.01357,18時間0分49秒,16.68688,16時間41分13秒,13.90920,13時間54分33秒,11.29486,11時間17分41秒,8.84386,8時間50分38秒
根岸(神奈川),35.415887,139.636034,cool,863.605,20.80050,20時間48分2秒,19.38839,19時間23分18秒,18.01966,18時間1分11秒,16.69431,16時間41分40秒,13.91777,13時間55分4秒,11.30389,11時間18分14秒,8.85270,8時間51分10秒
磯子,35.399881,139.617916,eco,865.628,20.80478,20時間48分17秒,19.39519,19時間23分43秒,18.02871,18時間1分43秒,16.70535,16時間42分19秒,13.93049,13時間55分50秒,11.31732,11時間19分2秒,8.86582,8時間51分57秒
新杉田,35.386863,139.619483,eco,867.033,20.80774,20時間48分28秒,19.39989,19時間24分0秒,18.03498,18時間2分6秒,16.71300,16時間42分47秒,13.93931,13時間56分22秒,11.32662,11時間19分36秒,8.87492,8時間52分30秒
洋光台,35.378785,139.596852,eco,868.255,20.81031,20時間48分37秒,19.40398,19時間24分14秒,18.04042,18時間2分26秒,16.71964,16時間43分11秒,13.94697,13時間56分49秒,11.33469,11時間20分5秒,8.88281,8時間52分58秒
港南台,35.375183,139.576243,eco,868.959,20.81179,20時間48分42秒,19.40633,19時間24分23秒,18.04356,18時間2分37秒,16.72346,16時間43分24秒,13.95137,13時間57分5秒,11.33934,11時間20分22秒,8.88735,8時間53分14秒
本郷台,35.36787,139.550159,heat,870.157,20.81430,20時間48分51秒,19.41033,19時間24分37秒,18.04888,18時間2分56秒,16.72995,16時間43分48秒,13.95886,13時間57分32秒,11.34724,11時間20分50秒,8.89508,8時間53分42秒
西大井,35.601616,139.721729,heat,841.980,20.75408,20時間45分15秒,19.31463,19時間18分53秒,17.92143,17時間55分17秒,16.57450,16時間34分28秒,13.77960,13時間46分47秒,11.15817,11時間9分29秒,8.71021,8時間42分37秒
新川崎,35.551784,139.671481,cool,848.174,20.76751,20時間46分3秒,19.33597,19時間20分9秒,17.94985,17時間56分59秒,16.60916,16時間36分33秒,13.81957,13時間49分10秒,11.20033,11時間12分1秒,8.75143,8時間45分5秒
保土ケ谷,35.446746,139.599671,cool,860.760,20.79447,20時間47分40秒,19.37881,19時間22分44秒,18.00690,18時間0分25秒,16.67874,16時間40分43秒,13.89981,13時間53分59秒,11.28496,11時間17分6秒,8.83418,8時間50分3秒
東戸塚,35.430353,139.556794,cool,863.208,20.79966,20時間47分59秒,19.38706,19時間23分13秒,18.01788,18時間1分4秒,16.69214,16時間41分32秒,13.91527,13時間54分55秒,11.30126,11時間18分5秒,8.85012,8時間51分0秒
北鎌倉,35.337198,139.545134,cool,873.596,20.82150,20時間49分17秒,19.42177,19時間25分18秒,18.06411,18時間3分51秒,16.74853,16時間44分55秒,13.98029,13時間58分49秒,11.36983,11時間22分11秒,8.91717,8時間55分2秒
鎌倉,35.318793,139.550428,eco,875.533,20.82554,20時間49分32秒,19.42819,19時間25分41秒,18.07266,18時間4分22秒,16.75896,16時間45分32秒,13.99231,13時間59分32秒,11.38251,11時間22分57秒,8.92957,8時間55分46秒
逗子,35.297392,139.578292,eco,877.459,20.82955,20時間49分46秒,19.43455,19時間26分4秒,18.08114,18時間4分52秒,16.76930,16時間46分9秒,14.00423,14時間0分15秒,11.39509,11時間23分42秒,8.94187,8時間56分31秒
東逗子,35.298781,139.601768,eco,876.959,20.82851,20時間49分43秒,19.43290,19時間25分58秒,18.07894,18時間4分44秒,16.76661,16時間46分0秒,14.00114,14時間0分4秒,11.39183,11時間23分31秒,8.93868,8時間56分19秒
田浦,35.29271,139.637726,eco,877.100,20.82880,20時間49分44秒,19.43337,19時間26分0秒,18.07956,18時間4分46秒,16.76737,16時間46分3秒,14.00201,14時間0分7秒,11.39275,11時間23分34秒,8.93958,8時間56分22秒
横須賀,35.284022,139.655855,heat,877.794,20.83024,20時間49分49秒,19.43566,19時間26分8秒,18.08261,18時間4分57秒,16.77109,16時間46分16秒,14.00630,14時間0分23秒,11.39727,11時間23分50秒,8.94400,8時間56分38秒
衣笠,35.257091,139.661193,heat,880.675,20.83621,20時間50分10秒,19.44514,19時間26分43秒,18.09524,18時間5分43秒,16.78650,16時間47分11秒,14.02407,14時間1分27秒,11.41602,11時間24分58秒,8.96233,8時間57分44秒
久里浜,35.233107,139.700862,heat,882.754,20.84051,20時間50分26秒,19.45197,19時間27分7秒,18.10433,18時間6分16秒,16.79758,16時間47分51秒,14.03685,14時間2分13秒,11.42949,11時間25分46秒,8.97551,8時間58分32秒
京急久里浜,35.231332,139.702139,eco,882.932,20.84087,20時間50分27秒,19.45255,19時間27分9秒,18.10510,18時間6分18秒,16.79853,16時間47分55秒,14.03795,14時間2分17秒,11.43065,11時間25分50秒,8.97663,8時間58分36秒
北茅ケ崎,35.339167,139.407569,cool,875.559,20.82560,20時間49分32秒,19.42827,19時間25分42秒,18.07277,18時間4分22秒,16.75910,16時間45分33秒,13.99247,13時間59分33秒,11.38268,11時間22分58秒,8.92974,8時間55分47秒
香川,35.35655,139.400044,cool,873.782,20.82189,20時間49分19秒,19.42238,19時間25分21秒,18.06493,18時間3分54秒,16.74953,16時間44分58秒,13.98144,13時間58分53秒,11.37105,11時間22分16秒,8.91836,8時間55分6秒
寒川,35.367579,139.387452,cool,872.785,20.81981,20時間49分11秒,19.41907,19時間25分9秒,18.06052,18時間3分38秒,16.74416,16時間44分39秒,13.97524,13時間58分31秒,11.36451,11時間21分52秒,8.91197,8時間54分43秒
宮山,35.382261,139.379639,cool,871.310,20.81672,20時間49分0秒,19.41417,19時間24分51秒,18.05399,18時間3分14秒,16.73619,16時間44分10秒,13.96606,13時間57分58秒,11.35482,11時間21分17秒,8.90249,8時間54分9秒
倉見,35.395098,139.378422,cool,869.928,20.81382,20時間48分50秒,19.40957,19時間24分34秒,18.04786,18時間2分52秒,16.72871,16時間43分43秒,13.95743,13時間57分27秒,11.34573,11時間20分45秒,8.89360,8時間53分37秒
門沢橋,35.406761,139.380139,cool,868.624,20.81109,20時間48分40秒,19.40521,19時間24分19秒,18.04207,18時間2分31秒,16.72164,16時間43分18秒,13.94928,13時間56分57秒,11.33713,11時間20分14秒,8.88519,8時間53分7秒
社家,35.420543,139.377281,cool,867.166,20.80802,20時間48分29秒,19.40034,19時間24分1秒,18.03557,18時間2分8秒,16.71372,16時間42分49秒,13.94015,13時間56分25秒,11.32750,11時間19分39秒,8.87578,8時間52分33秒
厚木,35.44375,139.378631,cool,864.608,20.80262,20時間48分9秒,19.39176,19時間23分30秒,18.02415,18時間1分27秒,16.69979,16時間41分59秒,13.92408,13時間55分27秒,11.31055,11時間18分38秒,8.85921,8時間51分33秒
海老名,35.454282,139.389328,cool,863.277,20.79981,20時間47分59秒,19.38729,19時間23分14秒,18.01819,18時間1分5秒,16.69252,16時間41分33秒,13.91570,13時間54分57秒,11.30172,11時間18分6秒,8.85057,8時間51分2秒
入谷(神奈川),35.478478,139.391913,heat,860.590,20.79411,20時間47分39秒,19.37823,19時間22分42秒,18.00613,18時間0分22秒,16.67781,16時間40分40秒,13.89874,13時間53分55秒,11.28382,11時間17分2秒,8.83307,8時間49分59秒
相武台下,35.492734,139.386297,heat,859.127,20.79100,20時間47分28秒,19.37329,19時間22分24秒,17.99955,17時間59分58秒,16.66978,16時間40分11秒,13.88947,13時間53分22秒,11.27405,11時間16分27秒,8.82352,8時間49分25秒
下溝,35.518516,139.380428,heat,856.410,20.78520,20時間47分7秒,19.36408,19時間21分51秒,17.98729,17時間59分14秒,16.65482,16時間39分17秒,13.87223,13時間52分20秒,11.25586,11時間15分21秒,8.80573,8時間48分21秒
原当麻,35.528978,139.375355,heat,855.353,20.78294,20時間46分59秒,19.36049,19時間21分38秒,17.98250,17時間58分57秒,16.64899,16時間38分56秒,13.86550,13時間51分56秒,11.24877,11時間14分56秒,8.79880,8時間47分56秒
番田(神奈川),35.545392,139.362988,heat,853.773,20.77956,20時間46分46秒,19.35511,19時間21分18秒,17.97534,17時間58分31秒,16.64025,16時間38分25秒,13.85543,13時間51分20秒,11.23815,11時間14分17秒,8.78841,8時間47分18秒
上溝,35.557623,139.36315,eco,852.434,20.77668,20時間46分36秒,19.35055,19時間21分2秒,17.96926,17時間58分9秒,16.63284,16時間37分58秒,13.84688,13時間50分49秒,11.22913,11時間13分45秒,8.77959,8時間46分47秒
南橋本,35.58042,139.352484,eco,850.130,20.77173,20時間46分18秒,19.34267,19時間20分34秒,17.95878,17時間57分32秒,16.62005,16時間37分12秒,13.83213,13時間49分56秒,11.21357,11時間12分49秒,8.76438,8時間45分52秒
四ツ谷(四ッ谷),35.686041,139.730644,heat,832.583,20.73351,20時間44分1秒,19.28194,19時間16分55秒,17.87789,17時間52分40秒,16.52139,16時間31分17秒,13.71836,13時間43分6秒,11.09358,11時間5分37秒,8.64706,8時間38分49秒
吉祥寺,35.703119,139.579765,heat,832.970,20.73436,20時間44分4秒,19.28329,19時間17分0秒,17.87970,17時間52分47秒,16.52359,16時間31分25秒,13.72089,13時間43分15秒,11.09626,11時間5分47秒,8.64967,8時間38分59秒
三鷹,35.702683,139.560325,cool,833.323,20.73514,20時間44分7秒,19.28452,19時間17分4秒,17.88134,17時間52分53秒,16.52559,16時間31分32秒,13.72321,13時間43分24秒,11.09869,11時間5分55秒,8.65206,8時間39分7秒
国分寺,35.700123,139.480841,cool,834.886,20.73858,20時間44分19秒,19.28998,19時間17分24秒,17.88861,17時間53分19秒,16.53446,16時間32分4秒,13.73343,13時間44分0秒,11.10948,11時間6分34秒,8.66260,8時間39分45秒
日野(東京),35.679244,139.39393,cool,838.629,20.74678,20時間44分48秒,19.30301,19時間18分11秒,17.90597,17時間54分21秒,16.55563,16時間33分20秒,13.75784,13時間45分28秒,11.13522,11時間8分7秒,8.68777,8時間41分16秒
豊田,35.659502,139.381495,cool,840.997,20.75194,20時間45分7秒,19.31123,19時間18分40秒,17.91690,17時間55分1秒,16.56897,16時間34分8秒,13.77323,13時間46分24秒,11.15145,11時間9分5秒,8.70364,8時間42分13秒
西八王子,35.656621,139.31264,eco,842.518,20.75525,20時間45分19秒,19.31649,19時間18分59秒,17.92391,17時間55分26秒,16.57752,16時間34分39秒,13.78308,13時間46分59秒,11.16184,11時間9分43秒,8.71380,8時間42分50秒
高尾(東京),35.642026,139.282288,eco,844.652,20.75989,20時間45分36秒,19.32385,19時間19分26秒,17.93372,17時間56分1秒,16.58948,16時間35分22秒,13.79688,13時間47分49秒,11.17640,11時間10分35秒,8.72803,8時間43分41秒
相模湖,35.617335,139.1885,cool,849.065,20.76943,20時間46分10秒,19.33902,19時間20分20秒,17.95392,17時間57分14秒,16.61412,16時間36分51秒,13.82529,13時間49分31秒,11.20636,11時間12分23秒,8.75733,8時間45分26秒
藤野,35.615918,139.15239,cool,849.901,20.77124,20時間46分16秒,19.34189,19時間20分31秒,17.95773,17時間57分28秒,16.61877,16時間37分8秒,13.83066,13時間49分50秒,11.21202,11時間12分43秒,8.76286,8時間45分46秒
上野原,35.618747,139.115787,cool,850.297,20.77209,20時間46分20秒,19.34324,19時間20分36秒,17.95954,17時間57分34秒,16.62097,16時間37分16秒,13.83320,13時間50分0秒,11.21470,11時間12分53秒,8.76548,8時間45分56秒
四方津,35.614252,139.072572,cool,851.629,20.77496,20時間46分30秒,19.34780,19時間20分52秒,17.96560,17時間57分56秒,16.62837,16時間37分42秒,13.84173,13時間50分30秒,11.22370,11時間13分25秒,8.77428,8時間46分27秒
梁川(山梨),35.605271,139.038076,cool,853.287,20.77852,20時間46分43秒,19.35345,19時間21分12秒,17.97314,17時間58分23秒,16.63756,16時間38分15秒,13.85233,13時間51分8秒,11.23487,11時間14分6秒,8.78521,8時間47分7秒
鳥沢,35.608118,139.003345,cool,853.677,20.77935,20時間46分46秒,19.35478,19時間21分17秒,17.97491,17時間58分30秒,16.63972,16時間38分23秒,13.85481,13時間51分17秒,11.23750,11時間14分15秒,8.78778,8時間47分16秒
猿橋,35.61288,138.968388,cool,853.874,20.77977,20時間46分47秒,19.35546,19時間21分20秒,17.97580,17時間58分33秒,16.64081,16時間38分27秒,13.85607,13時間51分22秒,11.23883,11時間14分20秒,8.78907,8時間47分21秒
大月,35.613222,138.942729,heat,854.366,20.78083,20時間46分51秒,19.35713,19時間21分26秒,17.97803,17時間58分41秒,16.64353,16時間38分37秒,13.85921,13時間51分33秒,11.24214,11時間14分32秒,8.79231,8時間47分32秒
初狩,35.594274,138.883966,heat,857.648,20.78784,20時間47分16秒,19.36828,19時間22分6秒,17.99288,17時間59分34秒,16.66164,16時間39分42秒,13.88009,13時間52分48秒,11.26416,11時間15分51秒,8.81385,8時間48分50秒
笹子,35.603921,138.825205,heat,857.865,20.78831,20時間47分18秒,19.36901,19時間22分8秒,17.99386,17時間59分38秒,16.66284,16時間39分46秒,13.88147,13時間52分53秒,11.26561,11時間15分56秒,8.81527,8時間48分55秒
甲斐大和,35.639364,138.781632,heat,854.996,20.78218,20時間46分56秒,19.35927,19時間21分33秒,17.98089,17時間58分51秒,16.64702,16時間38分49秒,13.86323,13時間51分48秒,11.24637,11時間14分47秒,8.79645,8時間47分47秒
勝沼ぶどう郷,35.67279,138.74323,heat,852.251,20.77629,20時間46分35秒,19.34992,19時間21分0秒,17.96843,17時間58分6秒,16.63182,16時間37分55秒,13.84571,13時間50分45秒,11.22789,11時間13分40秒,8.77838,8時間46分42秒
塩山,35.705327,138.734796,heat,848.938,20.76916,20時間46分9秒,19.33859,19時間20分19秒,17.95334,17時間57分12秒,16.61341,16時間36分48秒,13.82448,13時間49分28秒,11.20550,11時間12分20秒,8.75649,8時間45分23秒
東山梨,35.694313,138.703026,eco,850.847,20.77327,20時間46分24秒,19.34512,19時間20分42秒,17.96204,17時間57分43秒,16.62403,16時間37分27秒,13.83672,13時間50分12秒,11.21842,11時間13分6秒,8.76912,8時間46分9秒
山梨市,35.684961,138.683003,eco,852.312,20.77642,20時間46分35秒,19.35013,19時間21分0秒,17.96871,17時間58分7秒,16.63216,16時間37分56秒,13.84610,13時間50分46秒,11.22830,11時間13分42秒,8.77879,8時間46分44秒
春日居町,35.673491,138.659,eco,854.100,20.78026,20時間46分49秒,19.35622,19時間21分22秒,17.97683,17時間58分37秒,16.64206,16時間38分31秒,13.85751,13時間51分27秒,11.24035,11時間14分25秒,8.79056,8時間47分26秒
石和温泉,35.657603,138.634577,eco,856.375,20.78513,20時間47分6秒,19.36396,19時間21分50秒,17.98713,17時間59分14秒,16.65463,16時間39分17秒,13.87200,13時間52分19秒,11.25563,11時間15分20秒,8.80550,8時間48分20秒
酒折,35.659486,138.598852,eco,857.012,20.78649,20時間47分11秒,19.36612,19時間21分58秒,17.99001,17時間59分24秒,16.65814,16時間39分29秒,13.87605,13時間52分34秒,11.25990,11時間15分36秒,8.80968,8時間48分35秒
甲府,35.667054,138.569015,eco,856.909,20.78627,20時間47分11秒,19.36577,19時間21分57秒,17.98954,17時間59分22秒,16.65757,16時間39分27秒,13.87540,13時間52分31秒,11.25921,11時間15分33秒,8.80900,8時間48分32秒
竜王,35.668764,138.519298,eco,857.923,20.78843,20時間47分18秒,19.36921,19時間22分9秒,17.99412,17時間59分39秒,16.66316,16時間39分47秒,13.88184,13時間52分55秒,11.26600,11時間15分58秒,8.81565,8時間48分56秒
塩崎,35.687734,138.487521,eco,856.669,20.78575,20時間47分9秒,19.36496,19時間21分54秒,17.98846,17時間59分18秒,16.65625,16時間39分22秒,13.87387,13時間52分26秒,11.25760,11時間15分27秒,8.80743,8時間48分27秒
韮崎,35.709711,138.451357,eco,855.214,20.78264,20時間46分58秒,19.36002,19時間21分36秒,17.98187,17時間58分55秒,16.64822,16時間38分54秒,13.86461,13時間51分53秒,11.24784,11時間14分52秒,8.79788,8時間47分52秒
新府,35.736802,138.433093,eco,852.777,20.77742,20時間46分39秒,19.35172,19時間21分6秒,17.97082,17時間58分15秒,16.63474,16時間38分5秒,13.84907,13時間50分57秒,11.23144,11時間13分53秒,8.78185,8時間46分55秒
穴山,35.75107,138.413858,eco,851.739,20.77519,20時間46分31秒,19.34817,19時間20分53秒,17.96610,17時間57分58秒,16.62898,16時間37分44秒,13.84243,13時間50分33秒,11.22444,11時間13分28秒,8.77501,8時間46分30秒
日野春,35.79065,138.394316,eco,848.015,20.76717,20時間46分2秒,19.33542,19時間20分8秒,17.94912,17時間56分57秒,16.60827,16時間36分30秒,13.81855,13時間49分7秒,11.19925,11時間11分57秒,8.75038,8時間45分1秒
長坂,35.827061,138.366459,eco,844.853,20.76033,20時間45分37秒,19.32455,19時間19分28秒,17.93464,17時間56分5秒,16.59061,16時間35分26秒,13.79818,13時間47分53秒,11.17776,11時間10分40秒,8.72937,8時間43分46秒
小淵沢,35.863808,138.316351,eco,842.256,20.75468,20時間45分17秒,19.31558,19時間18分56秒,17.92270,17時間55分22秒,16.57605,16時間34分34秒,13.78139,13時間46分53秒,11.16006,11時間9分36秒,8.71205,8時間42分43秒
信濃境,35.884952,138.275419,heat,841.099,20.75217,20時間45分8秒,19.31158,19時間18分42秒,17.91737,17時間55分3秒,16.56954,16時間34分10秒,13.77389,13時間46分26秒,11.15215,11時間9分8秒,8.70432,8時間42分16秒
富士見,35.912183,138.238071,heat,839.220,20.74807,20時間44分53秒,19.30507,19時間18分18秒,17.90870,17時間54分31秒,16.55896,16時間33分32秒,13.76169,13時間45分42秒,11.13928,11時間8分21秒,8.69174,8時間41分30秒
すずらんの里,35.930288,138.211775,heat,838.020,20.74544,20時間44分44秒,19.30090,19時間18分3秒,17.90315,17時間54分11秒,16.55219,16時間33分8秒,13.75388,13時間45分14秒,11.13104,11時間7分52秒,8.68369,8時間41分1秒
