name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms),reduction(hms)
鮫,40.530244,141.554891,heat,282.760,19.19497,19時間11分42秒,2時間18分18秒
陸奥白浜,40.516636,141.592299,heat,284.472,19.20047,19時間12分2秒,2時間17分58秒
種差海岸,40.506951,141.607367,heat,285.637,19.20421,19時間12分15秒,2時間17分45秒
大久喜,40.495135,141.622958,cool,287.046,19.20873,19時間12分31秒,2時間17分29秒
金浜,40.475994,141.637366,cool,289.263,19.21584,19時間12分57秒,2時間17分3秒
大蛇,40.467251,141.650773,cool,290.326,19.21925,19時間13分9秒,2時間16分51秒
階上,40.456834,141.664958,cool,291.583,19.22328,19時間13分24秒,2時間16分36秒
角の浜,40.444478,141.681773,cool,293.079,19.22808,19時間13分41秒,2時間16分19秒
平内,40.42552,141.699272,cool,295.316,19.23525,19時間14分7秒,2時間15分53秒
種市,40.410384,141.715232,cool,297.123,19.24103,19時間14分28秒,2時間15分32秒
玉川(岩手),40.380424,141.735117,cool,300.609,19.25219,19時間15分8秒,2時間14分52秒
宿戸,40.366129,141.746683,cool,302.293,19.25757,19時間15分27秒,2時間14分33秒
陸中八木,40.345485,141.766517,cool,304.757,19.26545,19時間15分56秒,2時間14分4秒
有家,40.324007,141.773031,eco,307.192,19.27323,19時間16分24秒,2時間13分36秒
陸中中野,40.305165,141.787768,eco,309.415,19.28032,19時間16分49秒,2時間13分11秒
侍浜,40.261375,141.760575,eco,314.000,19.29495,19時間17分42秒,2時間12分18秒
陸中夏井,40.207747,141.791906,heat,320.218,19.31475,19時間18分53秒,2時間11分7秒
久慈,40.190391,141.770891,heat,321.941,19.32023,19時間19分13秒,2時間10分47秒
茂市,39.620619,141.799288,cool,385.221,19.51940,19時間31分10秒,1時間58分50秒
岩手刈屋,39.642688,141.759296,unknown,382.467,19.51082,19時間30分39秒,1時間59分21秒
中里(岩手),39.661836,141.736067,unknown,380.177,19.50368,19時間30分13秒,1時間59分47秒
岩手和井内,39.679905,141.715705,unknown,378.034,19.49700,19時間29分49秒,2時間0分11秒
押角,39.724029,141.693181,unknown,372.995,19.48126,19時間28分53秒,2時間1分7秒
岩手大川,39.800208,141.671909,unknown,364.414,19.45439,19時間27分16秒,2時間2分44秒
浅内,39.819482,141.727016,unknown,362.644,19.44883,19時間26分56秒,2時間3分4秒
二升石,39.836739,141.745741,unknown,360.871,19.44327,19時間26分36秒,2時間3分24秒
岩泉,39.845044,141.786446,unknown,360.277,19.44140,19時間26分29秒,2時間3分31秒
一ノ関,38.926514,141.138177,cool,460.925,19.75123,19時間45分4秒,1時間44分56秒
真滝,38.908239,141.17793,cool,462.839,19.75698,19時間45分25秒,1時間44分35秒
陸中門崎,38.916908,141.251226,cool,461.724,19.75363,19時間45分13秒,1時間44分47秒
岩ノ下,38.947699,141.245342,cool,458.310,19.74335,19時間44分36秒,1時間45分24秒
陸中松川,38.977237,141.238046,cool,455.038,19.73349,19時間44分1秒,1時間45分59秒
猊鼻渓,38.988939,141.25327,cool,453.713,19.72949,19時間43分46秒,1時間46分14秒
柴宿,38.996719,141.272312,cool,452.822,19.72680,19時間43分36秒,1時間46分24秒
摺沢,38.996016,141.321151,cool,452.859,19.72691,19時間43分37秒,1時間46分23秒
千厩,38.924873,141.34563,cool,460.763,19.75074,19時間45分3秒,1時間44分57秒
小梨,38.932493,141.38418,cool,459.924,19.74822,19時間44分54秒,1時間45分6秒
矢越,38.935224,141.429029,cool,459.659,19.74742,19時間44分51秒,1時間45分9秒
折壁,38.939428,141.452346,cool,459.223,19.74610,19時間44分46秒,1時間45分14秒
新月,38.915598,141.488796,cool,461.939,19.75428,19時間45分15秒,1時間44分45秒
気仙沼,38.910031,141.558893,eco,462.742,19.75669,19時間45分24秒,1時間44分36秒
鹿折唐桑,38.915928,141.579468,unknown,462.156,19.75493,19時間45分18秒,1時間44分42秒
上鹿折,38.960163,141.566825,unknown,457.198,19.74000,19時間44分24秒,1時間45分36秒
陸前矢作,39.022654,141.579456,unknown,450.298,19.71917,19時間43分9秒,1時間46分51秒
竹駒,39.033908,141.609486,unknown,449.162,19.71573,19時間42分57秒,1時間47分3秒
陸前高田,39.014915,141.629227,unknown,451.354,19.72236,19時間43分21秒,1時間46分39秒
脇ノ沢,39.011884,141.671754,unknown,451.889,19.72398,19時間43分26秒,1時間46分34秒
小友,38.989303,141.699506,unknown,454.539,19.73198,19時間43分55秒,1時間46分5秒
細浦,39.016025,141.713726,unknown,451.653,19.72327,19時間43分24秒,1時間46分36秒
下船渡,39.038328,141.720863,unknown,449.219,19.71591,19時間42分57秒,1時間47分3秒
大船渡,39.063546,141.720803,unknown,446.421,19.70743,19時間42分27秒,1時間47分33秒
盛,39.086372,141.710734,eco,443.830,19.69958,19時間41分58秒,1時間48分2秒
花巻,39.393182,141.110458,cool,409.182,19.59361,19時間35分37秒,1時間54分23秒
似内,39.406819,141.140889,cool,407.550,19.58858,19時間35分19秒,1時間54分41秒
新花巻,39.405839,141.17302,cool,407.553,19.58859,19時間35分19秒,1時間54分41秒
小山田,39.4086,141.193999,cool,407.186,19.58745,19時間35分15秒,1時間54分45秒
土沢,39.383381,141.232488,cool,409.898,19.59581,19時間35分45秒,1時間54分15秒
晴山,39.366617,141.257892,cool,411.716,19.60141,19時間36分5秒,1時間53分55秒
岩根橋,39.355264,141.318795,cool,412.914,19.60510,19時間36分18秒,1時間53分42秒
宮守,39.351066,141.350271,cool,413.372,19.60651,19時間36分23秒,1時間53分37秒
柏木平,39.30606,141.379862,cool,418.384,19.62191,19時間37分19秒,1時間52分41秒
鱒沢,39.300158,141.399252,cool,419.053,19.62396,19時間37分26秒,1時間52分34秒
荒谷前,39.309928,141.428507,cool,417.997,19.62072,19時間37分15秒,1時間52分45秒
岩手二日町,39.323441,141.45606,cool,416.537,19.61624,19時間36分58秒,1時間53分2秒
綾織,39.328422,141.476845,cool,416.024,19.61466,19時間36分53秒,1時間53分7秒
遠野,39.332529,141.53072,heat,415.706,19.61369,19時間36分49秒,1時間53分11秒
青笹,39.311482,141.568957,heat,418.172,19.62126,19時間37分17秒,1時間52分43秒
岩手上郷,39.284658,141.585834,heat,421.216,19.63060,19時間37分50秒,1時間52分10秒
平倉,39.264682,141.595661,heat,423.474,19.63752,19時間38分15秒,1時間51分45秒
足ヶ瀬,39.254766,141.645807,heat,424.798,19.64157,19時間38分30秒,1時間51分30秒
上有住,39.242013,141.681522,heat,426.397,19.64647,19時間38分47秒,1時間51分13秒
陸中大橋,39.280451,141.718436,eco,422.346,19.63406,19時間38分3秒,1時間51分57秒
洞泉,39.250671,141.760388,eco,425.917,19.64500,19時間38分42秒,1時間51分18秒
松倉,39.256458,141.801484,eco,425.566,19.64392,19時間38分38秒,1時間51分22秒
小佐野,39.264464,141.836515,eco,424.949,19.64203,19時間38分31秒,1時間51分29秒
釜石,39.273321,141.87267,eco,424.269,19.63995,19時間38分24秒,1時間51分36秒
北上,39.281196,141.121221,eco,421.579,19.63171,19時間37分54秒,1時間52分6秒
柳原(岩手),39.294597,141.111671,heat,420.128,19.62726,19時間37分38秒,1時間52分22秒
江釣子,39.298349,141.075749,heat,419.865,19.62646,19時間37分35秒,1時間52分25秒
藤根,39.301064,141.039571,heat,419.740,19.62607,19時間37分34秒,1時間52分26秒
立川目,39.307876,140.997144,heat,419.219,19.62447,19時間37分28秒,1時間52分32秒
横川目,39.309255,140.972143,eco,419.219,19.62447,19時間37分28秒,1時間52分32秒
岩沢,39.301016,140.931616,eco,420.402,19.62810,19時間37分41秒,1時間52分19秒
和賀仙人,39.308523,140.909485,eco,419.728,19.62604,19時間37分34秒,1時間52分26秒
ゆだ錦秋湖,39.295513,140.835343,cool,421.758,19.63226,19時間37分56秒,1時間52分4秒
ほっとゆだ,39.314493,140.775647,cool,420.200,19.62748,19時間37分39秒,1時間52分21秒
ゆだ高原,39.301074,140.737205,cool,422.062,19.63319,19時間37分59秒,1時間52分1秒
黒沢(JR),39.276243,140.699619,heat,425.195,19.64279,19時間38分34秒,1時間51分26秒
小松川,39.293403,140.646094,heat,423.901,19.63883,19時間38分20秒,1時間51分40秒
平石(秋田),39.291678,140.628457,unknown,424.299,19.64005,19時間38分24秒,1時間51分36秒
相野々,39.27805,140.619067,cool,425.912,19.64498,19時間38分42秒,1時間51分18秒
矢美津,39.291283,140.592099,unknown,424.786,19.64154,19時間38分30秒,1時間51分30秒
盛岡,39.701547,141.136599,heat,374.826,19.48698,19時間29分13秒,2時間0分47秒
前潟,39.713,141.101067,heat,373.707,19.48348,19時間29分1秒,2時間0分59秒
大釜,39.711586,141.072202,heat,374.006,19.48442,19時間29分4秒,2時間0分56秒
小岩井,39.709731,141.02465,eco,374.479,19.48590,19時間29分9秒,2時間0分51秒
雫石,39.689244,140.974762,eco,377.075,19.49400,19時間29分38秒,2時間0分22秒
春木場,39.693396,140.943954,cool,376.837,19.49326,19時間29分36秒,2時間0分24秒
赤渕,39.685112,140.907222,cool,378.042,19.49702,19時間29分49秒,2時間0分11秒
田沢湖,39.700363,140.722139,heat,378.183,19.49746,19時間29分51秒,2時間0分9秒
刺巻,39.668563,140.69196,heat,382.041,19.50949,19時間30分34秒,1時間59分26秒
神代(秋田),39.622667,140.627358,heat,387.896,19.52772,19時間31分40秒,1時間58分20秒
生田(秋田),39.612065,140.601203,heat,389.406,19.53241,19時間31分57秒,1時間58分3秒
角館,39.591716,140.570988,heat,392.052,19.54063,19時間32分26秒,1時間57分34秒
鶯野,39.568536,140.557901,heat,394.777,19.54908,19時間32分57秒,1時間57分3秒
羽後長野,39.546003,140.540448,cool,397.495,19.55750,19時間33分27秒,1時間56分33秒
鑓見内,39.519323,140.527744,cool,400.602,19.56712,19時間34分2秒,1時間55分58秒
羽後四ツ屋,39.501511,140.511886,cool,402.783,19.57386,19時間34分26秒,1時間55分34秒
北大曲,39.48944,140.497966,eco,404.309,19.57857,19時間34分43秒,1時間55分17秒
好摩,39.874037,141.173685,heat,355.527,19.42647,19時間25分35秒,2時間4分25秒
東大更,39.902621,141.142537,heat,352.469,19.41685,19時間25分1秒,2時間4分59秒
大更,39.913746,141.100808,heat,351.422,19.41355,19時間24分49秒,2時間5分11秒
平館,39.950886,141.08531,heat,347.379,19.40080,19時間24分3秒,2時間5分57秒
北森,39.956785,141.071652,heat,346.798,19.39897,19時間23分56秒,2時間6分4秒
松尾八幡平,39.969241,141.043903,heat,345.579,19.39512,19時間23分42秒,2時間6分18秒
安比高原,40.012587,140.997239,heat,341.085,19.38092,19時間22分51秒,2時間7分9秒
赤坂田,40.048464,141.00394,cool,337.062,19.36820,19時間22分6秒,2時間7分54秒
小屋の畑,40.076539,141.020673,cool,333.834,19.35798,19時間21分29秒,2時間8分31秒
荒屋新町,40.097682,141.049196,cool,331.302,19.34995,19時間21分0秒,2時間9分0秒
横間,40.107475,141.027151,eco,330.361,19.34697,19時間20分49秒,2時間9分11秒
田山,40.139674,140.944126,eco,327.432,19.33767,19時間20分16秒,2時間9分44秒
兄畑,40.115869,140.88302,eco,330.625,19.34780,19時間20分52秒,2時間9分8秒
湯瀬温泉,40.122384,140.840292,cool,330.342,19.34691,19時間20分49秒,2時間9分11秒
八幡平,40.142881,140.804496,cool,328.479,19.34100,19時間20分28秒,2時間9分32秒
陸中大里,40.158574,140.793477,cool,326.879,19.33592,19時間20分9秒,2時間9分51秒
鹿角花輪,40.188453,140.785088,heat,323.689,19.32578,19時間19分33秒,2時間10分27秒
柴平,40.230751,140.787941,heat,319.000,19.31087,19時間18分39秒,2時間11分21秒
十和田南,40.256069,140.770716,heat,316.428,19.30268,19時間18分10秒,2時間11分50秒
末広,40.229788,140.737251,heat,319.750,19.31326,19時間18分48秒,2時間11分12秒
土深井,40.222452,140.713142,heat,320.880,19.31685,19時間19分1秒,2時間10分59秒
沢尻,40.230342,140.693288,heat,320.291,19.31498,19時間18分54秒,2時間11分6秒
十二所,40.21429,140.668211,heat,322.411,19.32172,19時間19分18秒,2時間10分42秒
大滝温泉,40.209751,140.639625,heat,323.333,19.32465,19時間19分29秒,2時間10分31秒
扇田,40.229235,140.572472,eco,322.274,19.32128,19時間19分17秒,2時間10分43秒
東大館,40.266005,140.554745,eco,318.568,19.30949,19時間18分34秒,2時間11分26秒
上盛岡,39.71146,141.147937,heat,373.681,19.48340,19時間29分0秒,2時間1分0秒
山岸,39.71596,141.171401,heat,373.098,19.48158,19時間28分54秒,2時間1分6秒
上米内,39.743855,141.203825,heat,369.899,19.47157,19時間28分18秒,2時間1分42秒
大志田,39.741806,141.280843,unknown,369.970,19.47179,19時間28分18秒,2時間1分42秒
浅岸,39.711208,141.339147,unknown,373.328,19.48230,19時間28分56秒,2時間1分4秒
区界,39.65177,141.351352,heat,379.935,19.50293,19時間30分11秒,1時間59分49秒
松草,39.635918,141.437421,heat,381.767,19.50864,19時間30分31秒,1時間59分29秒
平津戸,39.623408,141.511222,unknown,383.323,19.51349,19時間30分49秒,1時間59分11秒
川内(岩手),39.640744,141.597548,heat,381.717,19.50848,19時間30分31秒,1時間59分29秒
箱石,39.617115,141.625829,heat,384.475,19.51707,19時間31分1秒,1時間58分59秒
陸中川井,39.597397,141.68153,heat,386.967,19.52483,19時間31分29秒,1時間58分31秒
腹帯,39.604539,141.767434,heat,386.753,19.52416,19時間31分27秒,1時間58分33秒
蟇目,39.629341,141.838876,heat,384.592,19.51744,19時間31分3秒,1時間58分57秒
花原市,39.630233,141.861308,heat,384.696,19.51776,19時間31分4秒,1時間58分56秒
千徳,39.632251,141.9124,eco,384.968,19.51861,19時間31分7秒,1時間58分53秒
宮古,39.640287,141.946454,eco,384.438,19.51696,19時間31分1秒,1時間58分59秒
新津,37.800383,139.121445,cool,615.370,20.19543,20時間11分44秒,1時間18分16秒
京ヶ瀬,37.817616,139.178322,cool,612.080,20.18644,20時間11分11秒,1時間18分49秒
水原,37.836712,139.217237,cool,609.066,20.17818,20時間10分41秒,1時間19分19秒
神山,37.862586,139.244691,cool,605.623,20.16873,20時間10分7秒,1時間19分53秒
月岡(新潟),37.889334,139.272488,cool,602.081,20.15898,20時間9分32秒,1時間20分28秒
中浦,37.912202,139.302689,cool,598.899,20.15020,20時間9分1秒,1時間20分59秒
新発田,37.94412,139.335189,cool,594.700,20.13858,20時間8分19秒,1時間21分41秒
加治,37.976411,139.358535,cool,590.685,20.12744,20時間7分39秒,1時間22分21秒
金塚,38.020178,139.37949,cool,585.501,20.11300,20時間6分47秒,1時間23分13秒
中条,38.049342,139.397541,cool,581.950,20.10308,20時間6分11秒,1時間23分49秒
平木田,38.094338,139.427835,cool,576.413,20.08757,20時間5分15秒,1時間24分45秒
坂町,38.119277,139.445838,heat,573.317,20.07887,20時間4分44秒,1時間25分16秒
平林(新潟),38.150027,139.459045,heat,569.713,20.06871,20時間4分7秒,1時間25分53秒
岩船町,38.183564,139.459643,heat,566.109,20.05853,20時間3分31秒,1時間26分29秒
村上(新潟),38.219851,139.463306,heat,562.140,20.04730,20時間2分50秒,1時間27分10秒
間島,38.273078,139.450229,heat,556.764,20.03203,20時間1分55秒,1時間28分5秒
越後早川,38.316185,139.449887,heat,552.169,20.01893,20時間1分8秒,1時間28分52秒
桑川,38.375162,139.458838,eco,545.656,20.00031,20時間0分1秒,1時間29分59秒
今川(新潟),38.410081,139.468389,eco,541.696,19.98894,19時間59分20秒,1時間30分40秒
越後寒川,38.448689,139.489948,eco,537.048,19.97557,19時間58分32秒,1時間31分28秒
勝木,38.490315,139.517468,eco,531.933,19.96080,19時間57分39秒,1時間32分21秒
府屋,38.513324,139.530452,eco,529.160,19.95278,19時間57分10秒,1時間32分50秒
鼠ヶ関,38.555433,139.548827,eco,524.218,19.93845,19時間56分18秒,1時間33分42秒
小岩川,38.590399,139.56583,eco,520.071,19.92639,19時間55分35秒,1時間34分25秒
あつみ温泉,38.624217,139.587955,eco,515.925,19.91430,19時間54分51秒,1時間35分9秒
五十川,38.670658,139.616182,eco,510.283,19.89780,19時間53分52秒,1時間36分8秒
小波渡,38.692484,139.649836,eco,507.148,19.88861,19時間53分19秒,1時間36分41秒
三瀬,38.699448,139.673643,eco,505.842,19.88478,19時間53分5秒,1時間36分55秒
羽前水沢,38.713444,139.731372,eco,503.011,19.87646,19時間52分35秒,1時間37分25秒
羽前大山,38.742155,139.768194,eco,499.098,19.86493,19時間51分54秒,1時間38分6秒
鶴岡,38.74011,139.83538,eco,497.846,19.86124,19時間51分40秒,1時間38分20秒
藤島,38.768646,139.894087,eco,493.528,19.84849,19時間50分55秒,1時間39分5秒
西袋,38.811528,139.907754,eco,488.615,19.83394,19時間50分2秒,1時間39分58秒
余目,38.844321,139.911348,eco,485.001,19.82322,19時間49分24秒,1時間40分36秒
北余目,38.867538,139.908074,heat,482.565,19.81597,19時間48分58秒,1時間41分2秒
砂越,38.895195,139.907345,heat,479.597,19.80714,19時間48分26秒,1時間41分34秒
東酒田,38.907518,139.875495,heat,478.952,19.80521,19時間48分19秒,1時間41分41秒
酒田,38.922194,139.845987,heat,478.020,19.80244,19時間48分9秒,1時間41分51秒
本楯,38.968648,139.882081,heat,472.230,19.78514,19時間47分7秒,1時間42分53秒
南鳥海,38.98736,139.898662,cool,469.855,19.77803,19時間46分41秒,1時間43分19秒
遊佐,39.015943,139.905161,cool,466.638,19.76839,19時間46分6秒,1時間43分54秒
吹浦,39.069934,139.878762,cool,461.417,19.75271,19時間45分10秒,1時間44分50秒
女鹿,39.098807,139.880963,cool,458.267,19.74323,19時間44分36秒,1時間45分24秒
小砂川,39.137507,139.885692,eco,454.007,19.73038,19時間43分49秒,1時間46分11秒
上浜,39.164738,139.902823,eco,450.698,19.72038,19時間43分13秒,1時間46分47秒
象潟,39.2078,139.902205,eco,446.092,19.70643,19時間42分23秒,1時間47分37秒
金浦,39.256183,139.920662,eco,440.483,19.68941,19時間41分22秒,1時間48分38秒
仁賀保,39.28979,139.964596,eco,435.888,19.67543,19時間40分32秒,1時間49分28秒
西目,39.347536,140.018518,eco,428.494,19.65288,19時間39分10秒,1時間50分50秒
羽後本荘,39.386877,140.057632,eco,423.417,19.63734,19時間38分14秒,1時間51分46秒
羽後岩谷,39.442075,140.0906,eco,416.770,19.61696,19時間37分1秒,1時間52分59秒
折渡,39.476423,140.091097,eco,413.058,19.60554,19時間36分20秒,1時間53分40秒
羽後亀田,39.493884,140.063032,heat,411.783,19.60162,19時間36分6秒,1時間53分54秒
岩城みなと,39.545487,140.055122,heat,406.412,19.58507,19時間35分6秒,1時間54分54秒
道川,39.56054,140.057049,heat,404.752,19.57994,19時間34分48秒,1時間55分12秒
下浜,39.619678,140.064567,cool,398.237,19.55980,19時間33分35秒,1時間56分25秒
桂根,39.647566,140.066482,cool,395.202,19.55040,19時間33分1秒,1時間56分59秒
新屋(秋田),39.677493,140.087799,cool,391.511,19.53895,19時間32分20秒,1時間57分40秒
羽後牛島,39.695834,140.116467,cool,388.904,19.53085,19時間31分51秒,1時間58分9秒
出戸浜,39.844473,140.024374,cool,375.147,19.48798,19時間29分17秒,2時間0分43秒
上二田,39.869089,140.00409,cool,373.030,19.48137,19時間28分53秒,2時間1分7秒
二田,39.88174,139.987171,cool,372.113,19.47850,19時間28分43秒,2時間1分17秒
天王,39.898782,139.963609,heat,370.911,19.47474,19時間28分29秒,2時間1分31秒
船越,39.90473,139.946804,heat,370.720,19.47414,19時間28分27秒,2時間1分33秒
脇本,39.915172,139.902657,heat,370.794,19.47437,19時間28分28秒,2時間1分32秒
羽立,39.904569,139.86205,eco,373.022,19.48134,19時間28分53秒,2時間1分7秒
男鹿,39.884571,139.848647,eco,375.496,19.48907,19時間29分21秒,2時間0分39秒
福島(福島),37.754123,140.45968,heat,595.730,20.14143,20時間8分29秒,1時間21分31秒
笹木野,37.765926,140.425985,heat,594.795,20.13884,20時間8分20秒,1時間21分40秒
庭坂,37.771537,140.389847,heat,594.586,20.13826,20時間8分18秒,1時間21分42秒
赤岩,37.80567,140.335545,unknown,591.472,20.12962,20時間7分47秒,1時間22分13秒
板谷,37.811627,140.268815,eco,591.662,20.13015,20時間7分49秒,1時間22分11秒
峠,37.811935,140.236041,eco,592.063,20.13127,20時間7分53秒,1時間22分7秒
大沢(山形),37.839775,140.19801,eco,589.527,20.12422,20時間7分27秒,1時間22分33秒
関根,37.864592,140.146284,eco,587.544,20.11870,20時間7分7秒,1時間22分53秒
米沢,37.909478,140.128209,eco,582.892,20.10572,20時間6分21秒,1時間23分39秒
置賜,37.954093,140.142496,eco,577.790,20.09143,20時間5分29秒,1時間24分31秒
高畠,37.992314,140.15281,eco,573.448,20.07923,20時間4分45秒,1時間25分15秒
赤湯,38.047081,140.148978,eco,567.505,20.06248,20時間3分45秒,1時間26分15秒
中川(山形),38.093349,140.203553,eco,561.626,20.04584,20時間2分45秒,1時間27分15秒
羽前中山,38.124158,140.218318,heat,558.034,20.03564,20時間2分8秒,1時間27分52秒
かみのやま温泉,38.152259,140.27867,heat,554.099,20.02444,20時間1分28秒,1時間28分32秒
茂吉記念館前,38.171249,140.298167,heat,551.747,20.01773,20時間1分4秒,1時間28分56秒
蔵王,38.20592,140.303299,eco,547.869,20.00664,20時間0分24秒,1時間29分36秒
山形,38.248098,140.327253,eco,542.912,19.99243,19時間59分33秒,1時間30分27秒
北山形,38.265902,140.332658,eco,540.884,19.98661,19時間59分12秒,1時間30分48秒
羽前千歳,38.287313,140.342168,eco,538.404,19.97947,19時間58分46秒,1時間31分14秒
南出羽,38.302834,140.344692,heat,536.665,19.97446,19時間58分28秒,1時間31分32秒
漆山,38.314477,140.347661,heat,535.346,19.97066,19時間58分14秒,1時間31分46秒
高擶,38.330726,140.358832,heat,533.412,19.96508,19時間57分54秒,1時間32分6秒
天童南,38.342489,140.365853,heat,532.027,19.96108,19時間57分40秒,1時間32分20秒
天童,38.35989,140.369303,heat,530.068,19.95541,19時間57分19秒,1時間32分41秒
乱川,38.386554,140.374663,heat,527.067,19.94671,19時間56分48秒,1時間33分12秒
神町,38.412276,140.378389,heat,524.191,19.93837,19時間56分18秒,1時間33分42秒
さくらんぼ東根,38.42806,140.380677,heat,522.425,19.93324,19時間56分0秒,1時間34分0秒
東根,38.450863,140.384035,heat,519.875,19.92581,19時間55分33秒,1時間34分27秒
村山(山形),38.477078,140.386399,cool,516.962,19.91732,19時間55分2秒,1時間34分58秒
袖崎,38.548259,140.391295,cool,509.075,19.89426,19時間53分39秒,1時間36分21秒
大石田,38.595916,140.375349,cool,504.055,19.87953,19時間52分46秒,1時間37分14秒
北大石田,38.629487,140.371234,cool,500.426,19.86885,19時間52分8秒,1時間37分52秒
芦沢,38.655258,140.361016,cool,497.740,19.86093,19時間51分39秒,1時間38分21秒
舟形,38.691583,140.316157,cool,494.403,19.85108,19時間51分4秒,1時間38分56秒
仙台(JR),38.260027,140.882158,eco,536.146,19.97297,19時間58分23秒,1時間31分37秒
東照宮,38.277262,140.88682,eco,534.206,19.96737,19時間58分3秒,1時間31分57秒
北仙台,38.281594,140.869885,eco,533.832,19.96629,19時間57分59秒,1時間32分1秒
北山(宮城),38.285154,140.851876,eco,533.554,19.96549,19時間57分56秒,1時間32分4秒
東北福祉大前,38.280468,140.842683,eco,534.136,19.96717,19時間58分2秒,1時間31分58秒
国見(宮城),38.274783,140.8335,eco,534.828,19.96917,19時間58分9秒,1時間31分51秒
葛岡,38.268816,140.818583,eco,535.593,19.97137,19時間58分17秒,1時間31分43秒
陸前落合,38.273379,140.789896,heat,535.296,19.97052,19時間58分14秒,1時間31分46秒
愛子,38.272661,140.761517,heat,535.592,19.97137,19時間58分17秒,1時間31分43秒
陸前白沢,38.278117,140.702333,heat,535.473,19.97103,19時間58分16秒,1時間31分44秒
熊ヶ根,38.297947,140.680633,cool,533.469,19.96524,19時間57分55秒,1時間32分5秒
作並,38.317738,140.632467,cool,531.727,19.96021,19時間57分37秒,1時間32分23秒
奥新川,38.325953,140.594329,cool,531.194,19.95867,19時間57分31秒,1時間32分29秒
面白山高原,38.333071,140.49712,cool,531.454,19.95942,19時間57分34秒,1時間32分26秒
山寺,38.309561,140.434773,cool,534.778,19.96902,19時間58分8秒,1時間31分52秒
高瀬(山形),38.301677,140.396074,cool,536.126,19.97291,19時間58分22秒,1時間31分38秒
楯山,38.301632,140.370598,heat,536.457,19.97386,19時間58分26秒,1時間31分34秒
東金井,38.277058,140.302666,eco,540.065,19.98425,19時間59分3秒,1時間30分57秒
羽前山辺,38.294756,140.271571,eco,538.558,19.97992,19時間58分48秒,1時間31分12秒
羽前金沢,38.320837,140.270516,heat,535.712,19.97172,19時間58分18秒,1時間31分42秒
羽前長崎,38.332969,140.273018,heat,534.346,19.96777,19時間58分4秒,1時間31分56秒
南寒河江,38.356033,140.27767,cool,531.749,19.96027,19時間57分37秒,1時間32分23秒
寒河江,38.372548,140.274487,cool,529.983,19.95516,19時間57分19秒,1時間32分41秒
西寒河江,38.379627,140.26662,cool,529.321,19.95325,19時間57分12秒,1時間32分48秒
羽前高松,38.397494,140.248666,cool,527.626,19.94834,19時間56分54秒,1時間33分6秒
柴橋,38.380425,140.227695,cool,529.809,19.95466,19時間57分17秒,1時間32分43秒
左沢,38.382223,140.208132,cool,529.908,19.95495,19時間57分18秒,1時間32分42秒
南米沢,37.896043,140.108364,cool,584.662,20.11066,20時間6分38秒,1時間23分22秒
西米沢,37.917279,140.08481,cool,582.699,20.10518,20時間6分19秒,1時間23分41秒
成島(山形),37.94335,140.075584,cool,579.990,20.09760,20時間5分51秒,1時間24分9秒
中郡(山形),37.969109,140.067286,cool,577.303,20.09007,20時間5分24秒,1時間24分36秒
羽前小松,38.004721,140.048503,cool,573.710,20.07997,20時間4分48秒,1時間25分12秒
犬川,38.025333,140.052038,cool,571.401,20.07347,20時間4分24秒,1時間25分36秒
今泉,38.056697,140.04412,eco,568.103,20.06417,20時間3分51秒,1時間26分9秒
萩生,38.06182,140.004207,eco,568.207,20.06446,20時間3分52秒,1時間26分8秒
羽前椿,38.038636,139.994293,eco,570.904,20.07207,20時間4分19秒,1時間25分41秒
手ノ子,38.011766,139.961264,eco,574.399,20.08191,20時間4分55秒,1時間25分5秒
羽前沼沢,38.028698,139.872497,eco,574.135,20.08117,20時間4分52秒,1時間25分8秒
伊佐領,38.05105,139.822635,heat,572.637,20.07695,20時間4分37秒,1時間25分23秒
羽前松岡,38.045391,139.780445,heat,574.063,20.08096,20時間4分51秒,1時間25分9秒
小国,38.061422,139.750167,heat,572.922,20.07775,20時間4分40秒,1時間25分20秒
越後金丸,38.066474,139.663521,cool,574.144,20.08119,20時間4分52秒,1時間25分8秒
越後片貝,38.070712,139.62239,cool,574.558,20.08236,20時間4分56秒,1時間25分4秒
越後下関,38.090037,139.560024,heat,573.837,20.08033,20時間4分49秒,1時間25分11秒
越後大島,38.099721,139.518209,heat,573.736,20.08004,20時間4分48秒,1時間25分12秒
升形,38.751646,140.24423,cool,488.934,19.83489,19時間50分6秒,1時間39分54秒
羽前前波,38.747654,140.209525,cool,489.932,19.83785,19時間50分16秒,1時間39分44秒
津谷,38.737618,140.186375,cool,491.411,19.84223,19時間50分32秒,1時間39分28秒
古口,38.737129,140.14602,cool,492.150,19.84441,19時間50分40秒,1時間39分20秒
高屋,38.752567,140.070936,eco,491.807,19.84340,19時間50分36秒,1時間39分24秒
清川,38.790152,140.020761,eco,488.668,19.83410,19時間50分3秒,1時間39分57秒
狩川,38.79367,139.976777,eco,489.144,19.83551,19時間50分8秒,1時間39分52秒
南野,38.81813,139.944742,eco,487.141,19.82957,19時間49分46秒,1時間40分14秒
小牛田,38.541111,141.064355,eco,504.011,19.87940,19時間52分46秒,1時間37分14秒
北浦(宮城),38.55985,141.02305,eco,502.108,19.87380,19時間52分26秒,1時間37分34秒
