name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms),reduction(hms)
岩室,37.721382,138.879881,cool,630.248,15.23659,15時間14分12秒,3時間15分48秒
巻,37.756753,138.889506,cool,626.250,15.20871,15時間12分31秒,3時間17分29秒
越後曽根,37.793544,138.911094,cool,621.768,15.17734,15時間10分38秒,3時間19分22秒
越後赤塚,37.816008,138.908201,cool,619.482,15.16130,15時間9分41秒,3時間20分19秒
内野西が丘,37.846355,138.926647,cool,615.767,15.13518,15時間8分7秒,3時間21分53秒
内野,37.85824,138.936615,cool,614.235,15.12438,15時間7分28秒,3時間22分32秒
新潟大学前,37.869178,138.95442,heat,612.583,15.11273,15時間6分46秒,3時間23分14秒
寺尾,37.879106,138.973742,heat,610.998,15.10153,15時間6分6秒,3時間23分54秒
小針,37.889591,138.991359,heat,609.404,15.09026,15時間5分25秒,3時間24分35秒
青山(新潟),37.898546,139.000813,heat,608.198,15.08172,15時間4分54秒,3時間25分6秒
関屋(新潟),37.906015,139.015087,heat,607.017,15.07335,15時間4分24秒,3時間25分36秒
白山(新潟),37.911829,139.029955,heat,605.995,15.06611,15時間3分58秒,3時間26分2秒
上所,37.906944,139.045278,heat,606.094,15.06681,15時間4分1秒,3時間25分59秒
松本,36.230393,137.96445,cool,813.579,16.41209,16時間24分44秒,2時間5分16秒
北松本,36.236971,137.960983,heat,812.996,16.40870,16時間24分31秒,2時間5分29秒
島内,36.246991,137.944817,heat,812.442,16.40547,16時間24分20秒,2時間5分40秒
島高松,36.246322,137.931576,heat,812.917,16.40824,16時間24分30秒,2時間5分30秒
梓橋,36.250162,137.918027,heat,812.933,16.40833,16時間24分30秒,2時間5分30秒
一日市場,36.2596,137.904136,heat,812.377,16.40509,16時間24分18秒,2時間5分42秒
中萱,36.273434,137.903353,heat,810.958,16.39682,16時間23分49秒,2時間6分11秒
南豊科,36.291124,137.903457,heat,809.110,16.38602,16時間23分10秒,2時間6分50秒
豊科,36.299957,137.900896,eco,808.268,16.38110,16時間22分52秒,2時間7分8秒
柏矢町,36.322529,137.888349,eco,806.307,16.36960,16時間22分11秒,2時間7分49秒
穂高,36.33906,137.881869,eco,804.789,16.36069,16時間21分38秒,2時間8分22秒
有明(長野),36.359949,137.878236,eco,802.729,16.34856,16時間20分55秒,2時間9分5秒
安曇追分,36.371795,137.872736,eco,801.670,16.34232,16時間20分32秒,2時間9分28秒
細野,36.397107,137.865722,eco,799.260,16.32808,16時間19分41秒,2時間10分19秒
北細野,36.406439,137.862725,eco,798.385,16.32290,16時間19分22秒,2時間10分38秒
信濃松川,36.424456,137.858631,eco,796.644,16.31258,16時間18分45秒,2時間11分15秒
安曇沓掛,36.447795,137.854784,eco,794.343,16.29891,16時間17分56秒,2時間12分4秒
信濃常盤,36.467403,137.847148,eco,792.553,16.28825,16時間17分18秒,2時間12分42秒
南大町,36.491536,137.856269,cool,789.756,16.27155,16時間16分18秒,2時間13分42秒
信濃大町,36.50031,137.861674,cool,788.672,16.26506,16時間15分54秒,2時間14分6秒
北大町,36.517558,137.857913,cool,787.004,16.25506,16時間15分18秒,2時間14分42秒
信濃木崎,36.535643,137.846189,cool,785.509,16.24609,16時間14分46秒,2時間15分14秒
稲尾,36.554058,137.842575,cool,783.719,16.23532,16時間14分7秒,2時間15分53秒
海ノ口,36.565652,137.841824,cool,782.543,16.22824,16時間13分42秒,2時間16分18秒
簗場,36.594666,137.844724,cool,779.446,16.20953,16時間12分34秒,2時間17分26秒
ヤナバスキー場前,36.605851,137.855039,unknown,777.951,16.20048,16時間12分2秒,2時間17分58秒
南神城,36.637105,137.841551,cool,775.160,16.18354,16時間11分1秒,2時間18分59秒
神城,36.658287,137.846586,cool,772.805,16.16921,16時間10分9秒,2時間19分51秒
飯森,36.670563,137.85006,cool,771.422,16.16077,16時間9分39秒,2時間20分21秒
白馬,36.695922,137.863819,cool,768.349,16.14198,16時間8分31秒,2時間21分29秒
信濃森上,36.711132,137.871991,cool,766.508,16.13070,16時間7分51秒,2時間22分9秒
白馬大池,36.739918,137.885531,cool,763.088,16.10968,16時間6分35秒,2時間23分25秒
千国,36.763249,137.900895,cool,760.171,16.09168,16時間5分30秒,2時間24分30秒
南小谷,36.774604,137.908372,cool,758.752,16.08291,16時間4分58秒,2時間25分2秒
中土,36.80558,137.907879,cool,755.568,16.06318,16時間3分47秒,2時間26分13秒
北小谷,36.842567,137.906451,cool,751.798,16.03973,16時間2分23秒,2時間27分37秒
平岩,36.88688,137.86561,eco,748.597,16.01975,16時間1分11秒,2時間28分49秒
小滝,36.938155,137.85945,eco,743.532,15.98800,15時間59分17秒,2時間30分43秒
根知,36.966683,137.86711,eco,740.341,15.96791,15時間58分4秒,2時間31分56秒
頸城大野,37.006124,137.872447,cool,736.109,15.94116,15時間56分28秒,2時間33分32秒
姫川(新潟),37.020339,137.860914,cool,735.045,15.93442,15時間56分4秒,2時間33分56秒
糸魚川,37.043631,137.861311,heat,732.643,15.91917,15時間55分9秒,2時間34分51秒
弥彦,37.699161,138.831761,eco,633.947,15.26231,15時間15分44秒,3時間14分16秒
矢作,37.690649,138.851669,eco,634.279,15.26461,15時間15分53秒,3時間14分7秒
西燕,37.679819,138.909232,eco,633.816,15.26140,15時間15分41秒,3時間14分19秒
燕,37.667613,138.928419,heat,634.579,15.26670,15時間16分0秒,3時間14分0秒
燕三条,37.648824,138.939274,heat,636.270,15.27842,15時間16分42秒,3時間13分18秒
北三条,37.632702,138.956006,cool,637.524,15.28711,15時間17分14秒,3時間12分46秒
名古屋,35.170694,136.881637,eco,958.729,17.18028,17時間10分49秒,1時間19分11秒
名鉄名古屋,35.169252,136.884187,heat,958.789,17.18057,17時間10分50秒,1時間19分10秒
近鉄名古屋,35.169191,136.883855,cool,958.807,17.18065,17時間10分50秒,1時間19分10秒
金山(愛知),35.142928,136.900517,heat,960.937,17.19074,17時間11分27秒,1時間18分33秒
鶴舞,35.156416,136.917436,heat,958.968,17.18142,17時間10分53秒,1時間19分7秒
千種,35.170168,136.930665,heat,957.099,17.17253,17時間10分21秒,1時間19分39秒
大曽根,35.191508,136.937161,eco,954.678,17.16099,17時間9分40秒,1時間20分20秒
新守山,35.207283,136.951207,heat,952.573,17.15092,17時間9分3秒,1時間20分57秒
勝川,35.22982,136.956285,cool,950.078,17.13893,17時間8分20秒,1時間21分40秒
春日井(JR),35.243139,136.985307,cool,947.714,17.12753,17時間7分39秒,1時間22分21秒
神領,35.256234,137.010006,cool,945.524,17.11693,17時間7分1秒,1時間22分59秒
高蔵寺,35.26434,137.043766,eco,943.545,17.10732,17時間6分26秒,1時間23分34秒
定光寺,35.278015,137.080981,eco,940.880,17.09433,17時間5分40秒,1時間24分20秒
古虎渓,35.302955,137.101011,cool,937.631,17.07842,17時間4分42秒,1時間25分18秒
多治見,35.334774,137.120294,cool,933.697,17.05905,17時間3分33秒,1時間26分27秒
土岐市,35.359708,137.182082,cool,929.060,17.03606,17時間2分10秒,1時間27分50秒
瑞浪,35.369081,137.252017,heat,925.787,17.01974,17時間1分11秒,1時間28分49秒
釜戸,35.411103,137.30501,heat,919.700,16.98916,16時間59分21秒,1時間30分39秒
武並,35.437938,137.35417,eco,915.323,16.96700,16時間58分1秒,1時間31分59秒
恵那,35.455063,137.407764,eco,911.824,16.94918,16時間56分57秒,1時間33分3秒
美乃坂本,35.479286,137.450364,eco,907.947,16.92933,16時間55分46秒,1時間34分14秒
中津川,35.50036,137.502867,eco,904.095,16.90949,16時間54分34秒,1時間35分26秒
落合川,35.525116,137.530034,eco,900.662,16.89172,16時間53分30秒,1時間36分30秒
坂下,35.574218,137.531094,eco,895.507,16.86486,16時間51分54秒,1時間38分6秒
田立,35.588281,137.54893,eco,893.480,16.85425,16時間51分15秒,1時間38分45秒
南木曽,35.598896,137.608672,eco,890.512,16.83866,16時間50分19秒,1時間39分41秒
十二兼,35.645418,137.617569,eco,885.377,16.81152,16時間48分41秒,1時間41分19秒
野尻,35.673042,137.636152,eco,881.915,16.79312,16時間47分35秒,1時間42分25秒
大桑(長野),35.684477,137.664224,eco,879.853,16.78211,16時間46分56秒,1時間43分4秒
須原,35.69769,137.694844,eco,877.531,16.76968,16時間46分11秒,1時間43分49秒
倉本,35.732939,137.714338,heat,873.247,16.74665,16時間44分48秒,1時間45分12秒
上松,35.784068,137.693283,heat,868.550,16.72124,16時間43分16秒,1時間46分44秒
木曽福島,35.843669,137.69343,heat,862.323,16.68730,16時間41分14秒,1時間48分46秒
原野,35.871245,137.741536,heat,857.952,16.66332,16時間39分48秒,1時間50分12秒
宮ノ越,35.888337,137.763794,cool,855.481,16.64969,16時間38分59秒,1時間51分1秒
藪原,35.930152,137.784368,cool,850.478,16.62198,16時間37分19秒,1時間52分41秒
奈良井,35.969476,137.816195,cool,845.391,16.59362,16時間35分37秒,1時間54分23秒
木曽平沢,35.979108,137.832613,cool,843.881,16.58516,16時間35分7秒,1時間54分53秒
贄川,36.014008,137.86091,cool,839.367,16.55979,16時間33分35秒,1時間56分25秒
日出塩,36.049004,137.894804,cool,834.675,16.53327,16時間32分0秒,1時間58分0秒
洗馬,36.087164,137.916842,cool,830.012,16.50675,16時間30分24秒,1時間59分36秒
広丘,36.148032,137.949578,heat,822.649,16.46457,16時間27分52秒,2時間2分8秒
村井,36.174226,137.956007,heat,819.713,16.44764,16時間26分52秒,2時間3分8秒
平田(長野),36.191558,137.962517,heat,817.701,16.43601,16時間26分10秒,2時間3分50秒
南松本,36.210447,137.969505,eco,815.512,16.42332,16時間25分24秒,2時間4分36秒
田沢,36.301583,137.941029,eco,806.855,16.37282,16時間22分22秒,2時間7分38秒
明科,36.353948,137.929967,cool,801.734,16.34270,16時間20分34秒,2時間9分26秒
西条(長野),36.400353,138.012377,cool,794.347,16.29893,16時間17分56秒,2時間12分4秒
坂北,36.430663,138.015754,cool,791.077,16.27944,16時間16分46秒,2時間13分14秒
聖高原,36.455069,138.047603,cool,787.552,16.25835,16時間15分30秒,2時間14分30秒
冠着,36.457215,138.079223,cool,786.366,16.25124,16時間15分4秒,2時間14分56秒
姨捨,36.502649,138.093388,cool,781.184,16.22004,16時間13分12秒,2時間16分48秒
稲荷山,36.552633,138.108061,cool,775.511,16.18567,16時間11分8秒,2時間18分52秒
豊橋,34.762734,137.382128,heat,985.012,17.30231,17時間18分8秒,1時間11分52秒
新豊橋,34.762272,137.383375,eco,985.023,17.30236,17時間18分8秒,1時間11分52秒
駅前,34.763879,137.383132,eco,984.862,17.30163,17時間18分6秒,1時間11分54秒
船町,34.775809,137.374001,heat,983.883,17.29718,17時間17分50秒,1時間12分10秒
下地,34.780939,137.370612,heat,983.447,17.29519,17時間17分43秒,1時間12分17秒
小坂井,34.797544,137.363056,heat,981.932,17.28829,17時間17分18秒,1時間12分42秒
牛久保,34.808563,137.381671,heat,980.214,17.28044,17時間16分50秒,1時間13分10秒
豊川(愛知),34.822519,137.397157,heat,978.283,17.27159,17時間16分18秒,1時間13分42秒
豊川稲荷,34.821755,137.396058,eco,978.396,17.27210,17時間16分20秒,1時間13分40秒
三河一宮,34.847911,137.414549,heat,975.094,17.25690,17時間15分25秒,1時間14分35秒
長山,34.864449,137.431458,heat,972.850,17.24652,17時間14分47秒,1時間15分13秒
江島,34.868029,137.441518,heat,972.173,17.24338,17時間14分36秒,1時間15分24秒
東上,34.876278,137.455236,heat,970.897,17.23745,17時間14分15秒,1時間15分45秒
野田城,34.889282,137.477861,heat,968.857,17.22795,17時間13分41秒,1時間16分19秒
新城,34.901112,137.49304,heat,967.162,17.22003,17時間13分12秒,1時間16分48秒
東新町,34.906129,137.502928,heat,966.342,17.21619,17時間12分58秒,1時間17分2秒
茶臼山,34.910334,137.514424,cool,965.560,17.21252,17時間12分45秒,1時間17分15秒
三河東郷,34.912224,137.527242,cool,964.983,17.20981,17時間12分35秒,1時間17分25秒
大海,34.930164,137.548682,cool,962.465,17.19796,17時間11分53秒,1時間18分7秒
鳥居,34.920834,137.551537,cool,963.363,17.20219,17時間12分8秒,1時間17分52秒
長篠城,34.92599,137.565,cool,962.426,17.19777,17時間11分52秒,1時間18分8秒
本長篠,34.932664,137.576848,cool,961.377,17.19282,17時間11分34秒,1時間18分26秒
三河大野,34.952038,137.602987,cool,958.575,17.17955,17時間10分46秒,1時間19分14秒
湯谷温泉,34.970516,137.613026,cool,956.336,17.16890,17時間10分8秒,1時間19分52秒
三河槙原,34.988589,137.621022,eco,954.199,17.15870,17時間9分31秒,1時間20分29秒
柿平,34.990587,137.644048,eco,953.322,17.15451,17時間9分16秒,1時間20分44秒
三河川合,35.001722,137.663991,eco,951.573,17.14612,17時間8分46秒,1時間21分14秒
池場,35.024418,137.704066,eco,948.030,17.12906,17時間7分45秒,1時間22分15秒
東栄,35.02901,137.713812,eco,947.267,17.12537,17時間7分31秒,1時間22分29秒
出馬,35.049322,137.744276,cool,944.256,17.11078,17時間6分39秒,1時間23分21秒
上市場,35.050202,137.752364,cool,943.934,17.10921,17時間6分33秒,1時間23分27秒
浦川,35.056355,137.763608,cool,942.966,17.10450,17時間6分16秒,1時間23分44秒
早瀬,35.060521,137.775126,cool,942.201,17.10078,17時間6分3秒,1時間23分57秒
下川合,35.069321,137.786422,cool,940.952,17.09468,17時間5分41秒,1時間24分19秒
中部天竜,35.085283,137.802898,cool,938.802,17.08417,17時間5分3秒,1時間24分57秒
佐久間,35.091877,137.809783,cool,937.911,17.07980,17時間4分47秒,1時間25分13秒
相月,35.114988,137.854345,heat,934.223,17.06165,17時間3分42秒,1時間26分18秒
城西,35.131569,137.86198,heat,932.256,17.05192,17時間3分7秒,1時間26分53秒
向市場,35.154067,137.869446,heat,929.666,17.03907,17時間2分21秒,1時間27分39秒
水窪,35.163371,137.870501,heat,928.652,17.03403,17時間2分3秒,1時間27分57秒
大嵐,35.190466,137.818509,eco,927.240,17.02699,17時間1分37秒,1時間28分23秒
小和田,35.209862,137.835971,eco,924.698,17.01429,17時間0分51秒,1時間29分9秒
中井侍,35.235913,137.834912,eco,921.974,17.00062,17時間0分2秒,1時間29分58秒
伊那小沢,35.25406,137.834709,eco,920.062,16.99099,16時間59分28秒,1時間30分32秒
鶯巣,35.267286,137.832595,eco,918.724,16.98423,16時間59分3秒,1時間30分57秒
平岡,35.273652,137.853574,eco,917.458,16.97783,16時間58分40秒,1時間31分20秒
為栗,35.311687,137.848503,eco,913.583,16.95815,16時間57分29秒,1時間32分31秒
温田,35.336273,137.841294,eco,911.191,16.94595,16時間56分45秒,1時間33分15秒
田本,35.348988,137.837922,cool,909.945,16.93957,16時間56分22秒,1時間33分38秒
門島,35.375306,137.814151,cool,907.849,16.92882,16時間55分44秒,1時間34分16秒
唐笠,35.402338,137.810254,cool,905.112,16.91474,16時間54分53秒,1時間35分7秒
金野,35.419128,137.817149,heat,903.143,16.90457,16時間54分16秒,1時間35分44秒
千代,35.428949,137.816754,heat,902.119,16.89927,16時間53分57秒,1時間36分3秒
天竜峡,35.441114,137.81732,heat,900.821,16.89254,16時間53分33秒,1時間36分27秒
川路,35.452946,137.815564,heat,899.625,16.88633,16時間53分11秒,1時間36分49秒
時又,35.46402,137.82776,heat,898.105,16.87842,16時間52分42秒,1時間37分18秒
駄科,35.4754,137.839625,heat,896.563,16.87038,16時間52分13秒,1時間37分47秒
毛賀,35.487445,137.839332,heat,895.302,16.86379,16時間51分50秒,1時間38分10秒
伊那八幡,35.49683,137.84154,heat,894.250,16.85829,16時間51分30秒,1時間38分30秒
下山村,35.50426,137.83959,heat,893.523,16.85448,16時間51分16秒,1時間38分44秒
鼎,35.506726,137.828383,heat,893.589,16.85482,16時間51分17秒,1時間38分43秒
切石,35.512339,137.809098,heat,893.560,16.85467,16時間51分17秒,1時間38分43秒
飯田,35.519544,137.821244,heat,892.447,16.84883,16時間50分56秒,1時間39分4秒
桜町(長野),35.522147,137.829601,heat,891.929,16.84611,16時間50分46秒,1時間39分14秒
伊那上郷,35.520164,137.838984,cool,891.866,16.84578,16時間50分45秒,1時間39分15秒
元善光寺,35.533843,137.861375,cool,889.776,16.83478,16時間50分5秒,1時間39分55秒
下市田,35.544165,137.87641,cool,888.254,16.82675,16時間49分36秒,1時間40分24秒
市田,35.549325,137.886578,cool,887.418,16.82233,16時間49分20秒,1時間40分40秒
下平,35.572597,137.895922,cool,884.695,16.80790,16時間48分28秒,1時間41分32秒
山吹,35.577758,137.903282,cool,883.940,16.80389,16時間48分14秒,1時間41分46秒
伊那大島,35.595698,137.913222,cool,881.763,16.79231,16時間47分32秒,1時間42分28秒
上片桐,35.617583,137.904064,cool,879.719,16.78140,16時間46分53秒,1時間43分7秒
伊那田島,35.627221,137.910338,cool,878.523,16.77500,16時間46分30秒,1時間43分30秒
高遠原,35.644693,137.90055,cool,876.965,16.76665,16時間46分0秒,1時間44分0秒
七久保,35.654645,137.911346,cool,875.604,16.75934,16時間45分34秒,1時間44分26秒
伊那本郷,35.66543,137.93248,cool,873.858,16.74994,16時間45分0秒,1時間45分0秒
飯島,35.677571,137.929004,eco,872.679,16.74358,16時間44分37秒,1時間45分23秒
田切,35.695613,137.933092,eco,870.660,16.73267,16時間43分58秒,1時間46分2秒
伊那福岡,35.712233,137.93398,eco,868.883,16.72305,16時間43分23秒,1時間46分37秒
小町屋,35.726781,137.935207,eco,867.315,16.71453,16時間42分52秒,1時間47分8秒
駒ヶ根,35.736219,137.936862,eco,866.273,16.70886,16時間42分32秒,1時間47分28秒
大田切,35.748162,137.940159,eco,864.920,16.70149,16時間42分5秒,1時間47分55秒
宮田,35.76726,137.938897,eco,862.946,16.69071,16時間41分27秒,1時間48分33秒
赤木,35.777887,137.943943,eco,861.680,16.68378,16時間41分2秒,1時間48分58秒
沢渡,35.803681,137.944035,eco,858.963,16.66888,16時間40分8秒,1時間49分52秒
下島(JR),35.812706,137.940055,eco,858.129,16.66429,16時間39分51秒,1時間50分9秒
伊那市,35.838435,137.959196,eco,854.864,16.64629,16時間38分47秒,1時間51分13秒
伊那北,35.84524,137.964368,eco,853.997,16.64149,16時間38分29秒,1時間51分31秒
田畑,35.860791,137.97781,eco,851.970,16.63026,16時間37分49秒,1時間52分11秒
北殿,35.879377,137.984059,eco,849.832,16.61839,16時間37分6秒,1時間52分54秒
木ノ下,35.900892,137.988022,eco,847.452,16.60513,16時間36分18秒,1時間53分42秒
伊那松島,35.913865,137.988647,eco,846.069,16.59741,16時間35分51秒,1時間54分9秒
沢,35.936385,137.985477,eco,843.793,16.58467,16時間35分5秒,1時間54分55秒
羽場(長野),35.953094,137.985126,eco,842.046,16.57487,16時間34分30秒,1時間55分30秒
伊那新町,35.9688,137.984056,eco,840.426,16.56576,16時間33分57秒,1時間56分3秒
宮木,35.976247,137.990509,eco,839.454,16.56028,16時間33分37秒,1時間56分23秒
米原,35.314657,136.289992,cool,965.757,17.21344,17時間12分48秒,1時間17分12秒
坂田,35.335777,136.287743,cool,963.721,17.20388,17時間12分14秒,1時間17分46秒
田村,35.356307,136.281813,cool,961.889,17.19524,17時間11分43秒,1時間18分17秒
長浜,35.378828,136.264901,cool,960.288,17.18767,17時間11分16秒,1時間18分44秒
虎姫,35.424539,136.257385,cool,956.000,17.16730,17時間10分2秒,1時間19分58秒
河毛,35.448425,136.249519,eco,953.918,17.15736,17時間9分26秒,1時間20分34秒
高月,35.470337,136.237716,eco,952.192,17.14909,17時間8分57秒,1時間21分3秒
木ノ本,35.505933,136.221706,eco,949.270,17.13504,17時間8分6秒,1時間21分54秒
余呉,35.53382,136.197591,heat,947.451,17.12626,17時間7分35秒,1時間22分25秒
近江塩津,35.53978,136.151236,heat,948.722,17.13240,17時間7分57秒,1時間22分3秒
新疋田,35.594239,136.100558,heat,945.371,17.11619,17時間6分58秒,1時間23分2秒
敦賀,35.644767,136.076488,heat,941.354,17.09665,17時間5分48秒,1時間24分12秒
南今庄,35.757424,136.184723,heat,925.751,17.01956,17時間1分10秒,1時間28分50秒
今庄,35.772947,136.199279,heat,923.617,17.00887,17時間0分32秒,1時間29分28秒
湯尾,35.803251,136.193007,heat,920.873,16.99507,16時間59分42秒,1時間30分18秒
南条,35.831956,136.193391,cool,918.018,16.98066,16時間58分50秒,1時間31分10秒
王子保,35.866259,136.165595,cool,915.779,16.96931,16時間58分10秒,1時間31分50秒
しきぶ,35.887778,136.166389,cool,913.624,16.95836,16時間57分30秒,1時間32分30秒
武生,35.903254,136.170913,cool,911.909,16.94961,16時間56分59秒,1時間33分1秒
鯖江,35.943355,136.188852,cool,907.209,16.92553,16時間55分32秒,1時間34分28秒
北鯖江,35.971496,136.198452,cool,904.036,16.90919,16時間54分33秒,1時間35分27秒
大土呂,36.010546,136.216519,cool,899.435,16.88534,16時間53分7秒,1時間36分53秒
越前花堂,36.038771,136.218073,cool,896.592,16.87053,16時間52分14秒,1時間37分46秒
越前たけふ,35.895669,136.198801,cool,911.499,16.94752,16時間56分51秒,1時間33分9秒
福井(福井),36.062057,136.223516,cool,894.073,16.85736,16時間51分26秒,1時間38分34秒
福井駅,36.062111,136.222139,cool,894.126,16.85764,16時間51分27秒,1時間38分33秒
森田,36.109381,136.222516,heat,889.465,16.83314,16時間49分59秒,1時間40分1秒
春江,36.129004,136.228487,heat,887.287,16.82164,16時間49分18秒,1時間40分42秒
丸岡,36.162595,136.233502,eco,883.779,16.80304,16時間48分11秒,1時間41分49秒
芦原温泉,36.214542,136.235069,eco,878.622,16.77553,16時間46分32秒,1時間43分28秒
細呂木,36.24125,136.256968,eco,875.076,16.75650,16時間45分23秒,1時間44分37秒
牛ノ谷,36.259409,136.281618,eco,872.251,16.74127,16時間44分29秒,1時間45分31秒
大聖寺,36.300311,136.314205,cool,866.862,16.71207,16時間42分43秒,1時間47分17秒
加賀温泉,36.320562,136.350337,cool,863.349,16.69291,16時間41分34秒,1時間48分26秒
動橋,36.328428,136.383027,cool,861.199,16.68115,16時間40分52秒,1時間49分8秒
粟津(石川),36.35575,136.424544,cool,856.773,16.65682,16時間39分25秒,1時間50分35秒
小松,36.402545,136.452926,cool,850.985,16.62480,16時間37分29秒,1時間52分31秒
明峰,36.425302,136.463114,cool,848.323,16.60999,16時間36分36秒,1時間53分24秒
能美根上,36.452053,136.459721,heat,845.839,16.59612,16時間35分46秒,1時間54分14秒
小舞子,36.476371,136.474925,heat,842.814,16.57918,16時間34分45秒,1時間55分15秒
美川,36.486001,136.489205,heat,841.268,16.57049,16時間34分14秒,1時間55分46秒
加賀笠間,36.502935,136.527434,heat,838.002,16.55209,16時間33分8秒,1時間56分52秒
西松任,36.517902,136.548992,eco,835.629,16.53867,16時間32分19秒,1時間57分41秒
松任,36.526706,136.566205,eco,834.045,16.52969,16時間31分47秒,1時間58分13秒
野々市(IRいしかわ鉄道),36.541644,136.598044,eco,831.250,16.51380,16時間30分50秒,1時間59分10秒
西金沢,36.553212,136.621225,eco,829.148,16.50182,16時間30分7秒,1時間59分53秒
金沢,36.578117,136.648166,eco,825.579,16.48140,16時間28分53秒,2時間1分7秒
北鉄金沢,36.578637,136.649524,heat,825.472,16.48079,16時間28分51秒,2時間1分9秒
岐阜,35.409532,136.756514,heat,938.684,17.08359,17時間5分1秒,1時間24分59秒
長森,35.402024,136.802981,cool,937.779,17.07915,17時間4分45秒,1時間25分15秒
那加,35.400538,136.835466,cool,936.772,17.07420,17時間4分27秒,1時間25分33秒
新那加,35.400097,136.83386,eco,936.874,17.07470,17時間4分29秒,1時間25分31秒
蘇原,35.403167,136.871434,cool,935.227,17.06660,17時間4分0秒,1時間26分0秒
各務ヶ原,35.403812,136.901106,cool,934.115,17.06111,17時間3分40秒,1時間26分20秒
名電各務原,35.402518,136.900981,heat,934.252,17.06179,17時間3分42秒,1時間26分18秒
鵜沼,35.397897,136.945122,cool,933.180,17.05649,17時間3分23秒,1時間26分37秒
新鵜沼,35.396799,136.944314,cool,933.321,17.05719,17時間3分26秒,1時間26分34秒
坂祝,35.426359,136.976868,cool,929.154,17.03653,17時間2分12秒,1時間27分48秒
美濃太田,35.445617,137.019467,eco,925.700,17.01930,17時間1分9秒,1時間28分51秒
古井,35.457295,137.047497,heat,923.533,17.00845,17時間0分30秒,1時間29分30秒
中川辺,35.487143,137.065086,heat,919.858,16.98996,16時間59分24秒,1時間30分36秒
下麻生,35.514973,137.087157,heat,916.237,16.97164,16時間58分18秒,1時間31分42秒
上麻生,35.541293,137.11863,heat,912.450,16.95237,16時間57分9秒,1時間32分51秒
白川口,35.579345,137.184824,heat,906.278,16.92075,16時間55分15秒,1時間34分45秒
下油井,35.633214,137.183137,heat,900.784,16.89235,16時間53分32秒,1時間36分28秒
飛騨金山,35.662118,137.164333,heat,898.451,16.88022,16時間52分49秒,1時間37分11秒
焼石,35.725763,137.200404,heat,890.667,16.83947,16時間50分22秒,1時間39分38秒
下呂,35.805345,137.239778,heat,881.132,16.78894,16時間47分20秒,1時間42分40秒
禅昌寺,35.848937,137.225184,eco,877.153,16.76766,16時間46分4秒,1時間43分56秒
飛騨萩原,35.874766,137.213568,eco,874.903,16.75557,16時間45分20秒,1時間44分40秒
上呂,35.910717,137.204562,eco,871.529,16.73737,16時間44分15秒,1時間45分45秒
飛騨宮田,35.928443,137.235595,eco,868.631,16.72168,16時間43分18秒,1時間46分42秒
飛騨小坂,35.950749,137.257084,eco,865.596,16.70518,16時間42分19秒,1時間47分41秒
渚(岐阜),36.001416,137.287894,eco,859.329,16.67089,16時間40分15秒,1時間49分45秒
久々野,36.052273,137.276778,eco,854.500,16.64427,16時間38分39秒,1時間51分21秒
飛騨一ノ宮,36.08836,137.247588,eco,851.829,16.62948,16時間37分46秒,1時間52分14秒
高山,36.140574,137.251301,eco,846.360,16.59903,16時間35分57秒,1時間54分3秒
上枝,36.18095,137.245789,eco,842.432,16.57703,16時間34分37秒,1時間55分23秒
飛騨国府,36.211001,137.215895,eco,840.436,16.56581,16時間33分57秒,1時間56分3秒
飛騨古川,36.236727,137.189681,eco,838.763,16.55638,16時間33分23秒,1時間56分37秒
杉崎,36.250003,137.168638,eco,838.177,16.55308,16時間33分11秒,1時間56分49秒
飛騨細江,36.260926,137.146029,eco,837.893,16.55147,16時間33分5秒,1時間56分55秒
角川,36.30016,137.113223,eco,835.124,16.53581,16時間32分9秒,1時間57分51秒
坂上,36.327902,137.140979,eco,831.288,16.51402,16時間30分50秒,1時間59分10秒
打保,36.383737,137.181902,eco,824.121,16.47303,16時間28分23秒,2時間1分37秒
杉原,36.415806,137.192102,eco,820.495,16.45216,16時間27分8秒,2時間2分52秒
猪谷,36.471625,137.237975,heat,813.149,16.40959,16時間24分35秒,2時間5分25秒
楡原,36.529323,137.22872,heat,807.650,16.37748,16時間22分39秒,2時間7分21秒
笹津,36.562129,137.211437,heat,804.978,16.36180,16時間21分42秒,2時間8分18秒
東八尾,36.589645,137.174978,cool,803.571,16.35352,16時間21分13秒,2時間8分47秒
越中八尾,36.591391,137.138379,cool,804.782,16.36065,16時間21分38秒,2時間8分22秒
千里(富山),36.634678,137.132396,eco,800.659,16.33635,16時間20分11秒,2時間9分49秒
速星,36.664135,137.160428,eco,796.628,16.31249,16時間18分45秒,2時間11分15秒
婦中鵜坂,36.678139,137.16892,eco,794.896,16.30220,16時間18分8秒,2時間11分52秒
西富山,36.699331,137.177029,eco,792.457,16.28768,16時間17分16秒,2時間12分44秒
富山,36.701612,137.213252,eco,790.849,16.27808,16時間16分41秒,2時間13分19秒
電鉄富山,36.700757,137.214163,cool,790.900,16.27839,16時間16分42秒,2時間13分18秒
電鉄富山駅・エスタ前,36.700236,137.213316,heat,790.985,16.27889,16時間16分44秒,2時間13分16秒
富山駅,36.701479,137.212581,eco,790.887,16.27831,16時間16分42秒,2時間13分18秒
高岡駅,36.742173,137.014722,eco,794.483,16.29974,16時間17分59秒,2時間12分1秒
