name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms),reduction(hms)
粟生津,37.653988,138.873484,eco,637.533,12.29511,12時間17分42秒,3時間42分18秒
南吉田,37.671999,138.870984,cool,635.703,12.28049,12時間16分50秒,3時間43分10秒
吉田(新潟),37.687111,138.878377,cool,633.903,12.26609,12時間15分58秒,3時間44分2秒
北吉田,37.702037,138.882209,cool,632.222,12.25263,12時間15分9秒,3時間44分51秒
岩室,37.721382,138.879881,cool,630.248,12.23679,12時間14分12秒,3時間45分48秒
巻,37.756753,138.889506,cool,626.250,12.20463,12時間12分17秒,3時間47分43秒
越後曽根,37.793544,138.911094,cool,621.768,12.16847,12時間10分6秒,3時間49分54秒
越後赤塚,37.816008,138.908201,cool,619.482,12.14997,12時間9分0秒,3時間51分0秒
内野西が丘,37.846355,138.926647,cool,615.767,12.11985,12時間7分11秒,3時間52分49秒
内野,37.85824,138.936615,cool,614.235,12.10740,12時間6分27秒,3時間53分33秒
新潟大学前,37.869178,138.95442,heat,612.583,12.09396,12時間5分38秒,3時間54分22秒
寺尾,37.879106,138.973742,heat,610.998,12.08105,12時間4分52秒,3時間55分8秒
小針,37.889591,138.991359,heat,609.404,12.06805,12時間4分5秒,3時間55分55秒
青山(新潟),37.898546,139.000813,heat,608.198,12.05820,12時間3分30秒,3時間56分30秒
関屋(新潟),37.906015,139.015087,heat,607.017,12.04855,12時間2分55秒,3時間57分5秒
白山(新潟),37.911829,139.029955,heat,605.995,12.04020,12時間2分25秒,3時間57分35秒
上所,37.906944,139.045278,heat,606.094,12.04101,12時間2分28秒,3時間57分32秒
松本,36.230393,137.96445,cool,813.579,13.59232,13時間35分32秒,2時間24分28秒
北松本,36.236971,137.960983,heat,812.996,13.58841,13時間35分18秒,2時間24分42秒
島内,36.246991,137.944817,heat,812.442,13.58469,13時間35分5秒,2時間24分55秒
島高松,36.246322,137.931576,heat,812.917,13.58788,13時間35分16秒,2時間24分44秒
梓橋,36.250162,137.918027,heat,812.933,13.58798,13時間35分17秒,2時間24分43秒
一日市場,36.2596,137.904136,heat,812.377,13.58425,13時間35分3秒,2時間24分57秒
中萱,36.273434,137.903353,heat,810.958,13.57471,13時間34分29秒,2時間25分31秒
南豊科,36.291124,137.903457,heat,809.110,13.56226,13時間33分44秒,2時間26分16秒
豊科,36.299957,137.900896,eco,808.268,13.55658,13時間33分24秒,2時間26分36秒
柏矢町,36.322529,137.888349,eco,806.307,13.54332,13時間32分36秒,2時間27分24秒
穂高,36.33906,137.881869,eco,804.789,13.53304,13時間31分59秒,2時間28分1秒
有明(長野),36.359949,137.878236,eco,802.729,13.51906,13時間31分9秒,2時間28分51秒
安曇追分,36.371795,137.872736,eco,801.670,13.51186,13時間30分43秒,2時間29分17秒
細野,36.397107,137.865722,eco,799.260,13.49545,13時間29分44秒,2時間30分16秒
北細野,36.406439,137.862725,eco,798.385,13.48947,13時間29分22秒,2時間30分38秒
信濃松川,36.424456,137.858631,eco,796.644,13.47757,13時間28分39秒,2時間31分21秒
安曇沓掛,36.447795,137.854784,eco,794.343,13.46181,13時間27分43秒,2時間32分17秒
信濃常盤,36.467403,137.847148,eco,792.553,13.44951,13時間26分58秒,2時間33分2秒
南大町,36.491536,137.856269,cool,789.756,13.43025,13時間25分49秒,2時間34分11秒
信濃大町,36.50031,137.861674,cool,788.672,13.42277,13時間25分22秒,2時間34分38秒
北大町,36.517558,137.857913,cool,787.004,13.41125,13時間24分40秒,2時間35分20秒
信濃木崎,36.535643,137.846189,cool,785.509,13.40089,13時間24分3秒,2時間35分57秒
稲尾,36.554058,137.842575,cool,783.719,13.38848,13時間23分19秒,2時間36分41秒
海ノ口,36.565652,137.841824,cool,782.543,13.38031,13時間22分49秒,2時間37分11秒
簗場,36.594666,137.844724,cool,779.446,13.35874,13時間21分31秒,2時間38分29秒
ヤナバスキー場前,36.605851,137.855039,unknown,777.951,13.34830,13時間20分54秒,2時間39分6秒
南神城,36.637105,137.841551,cool,775.160,13.32877,13時間19分44秒,2時間40分16秒
神城,36.658287,137.846586,cool,772.805,13.31224,13時間18分44秒,2時間41分16秒
飯森,36.670563,137.85006,cool,771.422,13.30251,13時間18分9秒,2時間41分51秒
白馬,36.695922,137.863819,cool,768.349,13.28085,13時間16分51秒,2時間43分9秒
信濃森上,36.711132,137.871991,cool,766.508,13.26783,13時間16分4秒,2時間43分56秒
白馬大池,36.739918,137.885531,cool,763.088,13.24359,13時間14分37秒,2時間45分23秒
千国,36.763249,137.900895,cool,760.171,13.22284,13時間13分22秒,2時間46分38秒
南小谷,36.774604,137.908372,cool,758.752,13.21273,13時間12分46秒,2時間47分14秒
中土,36.80558,137.907879,cool,755.568,13.18997,13時間11分24秒,2時間48分36秒
北小谷,36.842567,137.906451,cool,751.798,13.16293,13時間9分47秒,2時間50分13秒
平岩,36.88688,137.86561,eco,748.597,13.13989,13時間8分24秒,2時間51分36秒
小滝,36.938155,137.85945,eco,743.532,13.10327,13時間6分12秒,2時間53分48秒
根知,36.966683,137.86711,eco,740.341,13.08011,13時間4分48秒,2時間55分12秒
頸城大野,37.006124,137.872447,cool,736.109,13.04927,13時間2分57秒,2時間57分3秒
姫川(新潟),37.020339,137.860914,cool,735.045,13.04149,13時間2分29秒,2時間57分31秒
糸魚川,37.043631,137.861311,heat,732.643,13.02391,13時間1分26秒,2時間58分34秒
弥彦,37.699161,138.831761,eco,633.947,12.26645,12時間15分59秒,3時間44分1秒
矢作,37.690649,138.851669,eco,634.279,12.26910,12時間16分9秒,3時間43分51秒
西燕,37.679819,138.909232,eco,633.816,12.26540,12時間15分55秒,3時間44分5秒
燕,37.667613,138.928419,heat,634.579,12.27150,12時間16分17秒,3時間43分43秒
燕三条,37.648824,138.939274,heat,636.270,12.28503,12時間17分6秒,3時間42分54秒
北三条,37.632702,138.956006,cool,637.524,12.29504,12時間17分42秒,3時間42分18秒
名古屋,35.170694,136.881637,eco,958.729,14.47816,14時間28分41秒,1時間31分19秒
名鉄名古屋,35.169252,136.884187,heat,958.789,14.47849,14時間28分43秒,1時間31分17秒
近鉄名古屋,35.169191,136.883855,cool,958.807,14.47859,14時間28分43秒,1時間31分17秒
金山(愛知),35.142928,136.900517,heat,960.937,14.49022,14時間29分25秒,1時間30分35秒
鶴舞,35.156416,136.917436,heat,958.968,14.47947,14時間28分46秒,1時間31分14秒
千種,35.170168,136.930665,heat,957.099,14.46923,14時間28分9秒,1時間31分51秒
大曽根,35.191508,136.937161,eco,954.678,14.45592,14時間27分21秒,1時間32分39秒
新守山,35.207283,136.951207,heat,952.573,14.44430,14時間26分39秒,1時間33分21秒
勝川,35.22982,136.956285,cool,950.078,14.43048,14時間25分50秒,1時間34分10秒
春日井(JR),35.243139,136.985307,cool,947.714,14.41733,14時間25分2秒,1時間34分58秒
神領,35.256234,137.010006,cool,945.524,14.40511,14時間24分18秒,1時間35分42秒
高蔵寺,35.26434,137.043766,eco,943.545,14.39403,14時間23分39秒,1時間36分21秒
定光寺,35.278015,137.080981,eco,940.880,14.37905,14時間22分45秒,1時間37分15秒
古虎渓,35.302955,137.101011,cool,937.631,14.36070,14時間21分39秒,1時間38分21秒
多治見,35.334774,137.120294,cool,933.697,14.33836,14時間20分18秒,1時間39分42秒
土岐市,35.359708,137.182082,cool,929.060,14.31185,14時間18分43秒,1時間41分17秒
瑞浪,35.369081,137.252017,heat,925.787,14.29303,14時間17分35秒,1時間42分25秒
釜戸,35.411103,137.30501,heat,919.700,14.25777,14時間15分28秒,1時間44分32秒
武並,35.437938,137.35417,eco,915.323,14.23222,14時間13分56秒,1時間46分4秒
恵那,35.455063,137.407764,eco,911.824,14.21167,14時間12分42秒,1時間47分18秒
美乃坂本,35.479286,137.450364,eco,907.947,14.18877,14時間11分20秒,1時間48分40秒
中津川,35.50036,137.502867,eco,904.095,14.16590,14時間9分57秒,1時間50分3秒
落合川,35.525116,137.530034,eco,900.662,14.14540,14時間8分43秒,1時間51分17秒
坂下,35.574218,137.531094,eco,895.507,14.11444,14時間6分52秒,1時間53分8秒
田立,35.588281,137.54893,eco,893.480,14.10220,14時間6分8秒,1時間53分52秒
南木曽,35.598896,137.608672,eco,890.512,14.08422,14時間5分3秒,1時間54分57秒
十二兼,35.645418,137.617569,eco,885.377,14.05292,14時間3分11秒,1時間56分49秒
野尻,35.673042,137.636152,eco,881.915,14.03170,14時間1分54秒,1時間58分6秒
大桑(長野),35.684477,137.664224,eco,879.853,14.01901,14時間1分8秒,1時間58分52秒
須原,35.69769,137.694844,eco,877.531,14.00468,14時間0分17秒,1時間59分43秒
倉本,35.732939,137.714338,heat,873.247,13.97812,13時間58分41秒,2時間1分19秒
上松,35.784068,137.693283,heat,868.550,13.94882,13時間56分56秒,2時間3分4秒
木曽福島,35.843669,137.69343,heat,862.323,13.90968,13時間54分35秒,2時間5分25秒
原野,35.871245,137.741536,heat,857.952,13.88202,13時間52分55秒,2時間7分5秒
宮ノ越,35.888337,137.763794,cool,855.481,13.86631,13時間51分59秒,2時間8分1秒
藪原,35.930152,137.784368,cool,850.478,13.83436,13時間50分4秒,2時間9分56秒
奈良井,35.969476,137.816195,cool,845.391,13.80165,13時間48分6秒,2時間11分54秒
木曽平沢,35.979108,137.832613,cool,843.881,13.79190,13時間47分31秒,2時間12分29秒
贄川,36.014008,137.86091,cool,839.367,13.76264,13時間45分46秒,2時間14分14秒
日出塩,36.049004,137.894804,cool,834.675,13.73205,13時間43分55秒,2時間16分5秒
洗馬,36.087164,137.916842,cool,830.012,13.70148,13時間42分5秒,2時間17分55秒
広丘,36.148032,137.949578,heat,822.649,13.65284,13時間39分10秒,2時間20分50秒
村井,36.174226,137.956007,heat,819.713,13.63332,13時間38分0秒,2時間22分0秒
平田(長野),36.191558,137.962517,heat,817.701,13.61990,13時間37分12秒,2時間22分48秒
南松本,36.210447,137.969505,eco,815.512,13.60527,13時間36分19秒,2時間23分41秒
田沢,36.301583,137.941029,eco,806.855,13.54703,13時間32分49秒,2時間27分11秒
明科,36.353948,137.929967,cool,801.734,13.51230,13時間30分44秒,2時間29分16秒
西条(長野),36.400353,138.012377,cool,794.347,13.46183,13時間27分43秒,2時間32分17秒
坂北,36.430663,138.015754,cool,791.077,13.43936,13時間26分22秒,2時間33分38秒
聖高原,36.455069,138.047603,cool,787.552,13.41504,13時間24分54秒,2時間35分6秒
冠着,36.457215,138.079223,cool,786.366,13.40683,13時間24分25秒,2時間35分35秒
姨捨,36.502649,138.093388,cool,781.184,13.37085,13時間22分15秒,2時間37分45秒
稲荷山,36.552633,138.108061,cool,775.511,13.33123,13時間19分52秒,2時間40分8秒
豊橋,34.762734,137.382128,heat,985.012,14.61888,14時間37分8秒,1時間22分52秒
新豊橋,34.762272,137.383375,eco,985.023,14.61894,14時間37分8秒,1時間22分52秒
駅前,34.763879,137.383132,eco,984.862,14.61809,14時間37分5秒,1時間22分55秒
船町,34.775809,137.374001,heat,983.883,14.61296,14時間36分47秒,1時間23分13秒
下地,34.780939,137.370612,heat,983.447,14.61068,14時間36分38秒,1時間23分22秒
小坂井,34.797544,137.363056,heat,981.932,14.60271,14時間36分10秒,1時間23分50秒
牛久保,34.808563,137.381671,heat,980.214,14.59366,14時間35分37秒,1時間24分23秒
豊川(愛知),34.822519,137.397157,heat,978.283,14.58345,14時間35分0秒,1時間25分0秒
豊川稲荷,34.821755,137.396058,eco,978.396,14.58405,14時間35分3秒,1時間24分57秒
三河一宮,34.847911,137.414549,heat,975.094,14.56652,14時間33分59秒,1時間26分1秒
長山,34.864449,137.431458,heat,972.850,14.55454,14時間33分16秒,1時間26分44秒
江島,34.868029,137.441518,heat,972.173,14.55092,14時間33分3秒,1時間26分57秒
東上,34.876278,137.455236,heat,970.897,14.54409,14時間32分39秒,1時間27分21秒
野田城,34.889282,137.477861,heat,968.857,14.53313,14時間31分59秒,1時間28分1秒
新城,34.901112,137.49304,heat,967.162,14.52399,14時間31分26秒,1時間28分34秒
東新町,34.906129,137.502928,heat,966.342,14.51957,14時間31分10秒,1時間28分50秒
茶臼山,34.910334,137.514424,cool,965.560,14.51534,14時間30分55秒,1時間29分5秒
三河東郷,34.912224,137.527242,cool,964.983,14.51221,14時間30分44秒,1時間29分16秒
大海,34.930164,137.548682,cool,962.465,14.49855,14時間29分55秒,1時間30分5秒
鳥居,34.920834,137.551537,cool,963.363,14.50343,14時間30分12秒,1時間29分48秒
長篠城,34.92599,137.565,cool,962.426,14.49833,14時間29分54秒,1時間30分6秒
本長篠,34.932664,137.576848,cool,961.377,14.49262,14時間29分33秒,1時間30分27秒
三河大野,34.952038,137.602987,cool,958.575,14.47732,14時間28分38秒,1時間31分22秒
湯谷温泉,34.970516,137.613026,cool,956.336,14.46504,14時間27分54秒,1時間32分6秒
三河槙原,34.988589,137.621022,eco,954.199,14.45328,14時間27分12秒,1時間32分48秒
柿平,34.990587,137.644048,eco,953.322,14.44844,14時間26分54秒,1時間33分6秒
三河川合,35.001722,137.663991,eco,951.573,14.43877,14時間26分20秒,1時間33分40秒
池場,35.024418,137.704066,eco,948.030,14.41909,14時間25分9秒,1時間34分51秒
東栄,35.02901,137.713812,eco,947.267,14.41484,14時間24分53秒,1時間35分7秒
出馬,35.049322,137.744276,cool,944.256,14.39801,14時間23分53秒,1時間36分7秒
上市場,35.050202,137.752364,cool,943.934,14.39621,14時間23分46秒,1時間36分14秒
浦川,35.056355,137.763608,cool,942.966,14.39078,14時間23分27秒,1時間36分33秒
早瀬,35.060521,137.775126,cool,942.201,14.38648,14時間23分11秒,1時間36分49秒
下川合,35.069321,137.786422,cool,940.952,14.37946,14時間22分46秒,1時間37分14秒
中部天竜,35.085283,137.802898,cool,938.802,14.36733,14時間22分2秒,1時間37分58秒
佐久間,35.091877,137.809783,cool,937.911,14.36229,14時間21分44秒,1時間38分16秒
相月,35.114988,137.854345,heat,934.223,14.34136,14時間20分29秒,1時間39分31秒
城西,35.131569,137.86198,heat,932.256,14.33015,14時間19分49秒,1時間40分11秒
向市場,35.154067,137.869446,heat,929.666,14.31533,14時間18分55秒,1時間41分5秒
水窪,35.163371,137.870501,heat,928.652,14.30951,14時間18分34秒,1時間41分26秒
大嵐,35.190466,137.818509,eco,927.240,14.30140,14時間18分5秒,1時間41分55秒
小和田,35.209862,137.835971,eco,924.698,14.28675,14時間17分12秒,1時間42分48秒
中井侍,35.235913,137.834912,eco,921.974,14.27098,14時間16分16秒,1時間43分44秒
伊那小沢,35.25406,137.834709,eco,920.062,14.25988,14時間15分36秒,1時間44分24秒
鶯巣,35.267286,137.832595,eco,918.724,14.25209,14時間15分8秒,1時間44分52秒
平岡,35.273652,137.853574,eco,917.458,14.24470,14時間14分41秒,1時間45分19秒
為栗,35.311687,137.848503,eco,913.583,14.22201,14時間13分19秒,1時間46分41秒
温田,35.336273,137.841294,eco,911.191,14.20794,14時間12分29秒,1時間47分31秒
田本,35.348988,137.837922,cool,909.945,14.20059,14時間12分2秒,1時間47分58秒
門島,35.375306,137.814151,cool,907.849,14.18819,14時間11分17秒,1時間48分43秒
唐笠,35.402338,137.810254,cool,905.112,14.17195,14時間10分19秒,1時間49分41秒
金野,35.419128,137.817149,heat,903.143,14.16023,14時間9分37秒,1時間50分23秒
千代,35.428949,137.816754,heat,902.119,14.15411,14時間9分15秒,1時間50分45秒
天竜峡,35.441114,137.81732,heat,900.821,14.14636,14時間8分47秒,1時間51分13秒
川路,35.452946,137.815564,heat,899.625,14.13919,14時間8分21秒,1時間51分39秒
時又,35.46402,137.82776,heat,898.105,14.13007,14時間7分48秒,1時間52分12秒
駄科,35.4754,137.839625,heat,896.563,14.12080,14時間7分15秒,1時間52分45秒
毛賀,35.487445,137.839332,heat,895.302,14.11320,14時間6分48秒,1時間53分12秒
伊那八幡,35.49683,137.84154,heat,894.250,14.10685,14時間6分25秒,1時間53分35秒
下山村,35.50426,137.83959,heat,893.523,14.10246,14時間6分9秒,1時間53分51秒
鼎,35.506726,137.828383,heat,893.589,14.10286,14時間6分10秒,1時間53分50秒
切石,35.512339,137.809098,heat,893.560,14.10268,14時間6分10秒,1時間53分50秒
飯田,35.519544,137.821244,heat,892.447,14.09595,14時間5分45秒,1時間54分15秒
桜町(長野),35.522147,137.829601,heat,891.929,14.09281,14時間5分34秒,1時間54分26秒
伊那上郷,35.520164,137.838984,cool,891.866,14.09243,14時間5分33秒,1時間54分27秒
元善光寺,35.533843,137.861375,cool,889.776,14.07974,14時間4分47秒,1時間55分13秒
下市田,35.544165,137.87641,cool,888.254,14.07048,14時間4分14秒,1時間55分46秒
市田,35.549325,137.886578,cool,887.418,14.06539,14時間3分55秒,1時間56分5秒
下平,35.572597,137.895922,cool,884.695,14.04875,14時間2分56秒,1時間57分4秒
山吹,35.577758,137.903282,cool,883.940,14.04413,14時間2分39秒,1時間57分21秒
伊那大島,35.595698,137.913222,cool,881.763,14.03077,14時間1分51秒,1時間58分9秒
上片桐,35.617583,137.904064,cool,879.719,14.01819,14時間1分5秒,1時間58分55秒
伊那田島,35.627221,137.910338,cool,878.523,14.01081,14時間0分39秒,1時間59分21秒
高遠原,35.644693,137.90055,cool,876.965,14.00118,14時間0分4秒,1時間59分56秒
七久保,35.654645,137.911346,cool,875.604,13.99275,13時間59分34秒,2時間0分26秒
伊那本郷,35.66543,137.93248,cool,873.858,13.98191,13時間58分55秒,2時間1分5秒
飯島,35.677571,137.929004,eco,872.679,13.97458,13時間58分28秒,2時間1分32秒
田切,35.695613,137.933092,eco,870.660,13.96200,13時間57分43秒,2時間2分17秒
伊那福岡,35.712233,137.93398,eco,868.883,13.95090,13時間57分3秒,2時間2分57秒
小町屋,35.726781,137.935207,eco,867.315,13.94108,13時間56分28秒,2時間3分32秒
駒ヶ根,35.736219,137.936862,eco,866.273,13.93454,13時間56分4秒,2時間3分56秒
大田切,35.748162,137.940159,eco,864.920,13.92604,13時間55分34秒,2時間4分26秒
宮田,35.76726,137.938897,eco,862.946,13.91361,13時間54分49秒,2時間5分11秒
赤木,35.777887,137.943943,eco,861.680,13.90562,13時間54分20秒,2時間5分40秒
沢渡,35.803681,137.944035,eco,858.963,13.88843,13時間53分18秒,2時間6分42秒
下島(JR),35.812706,137.940055,eco,858.129,13.88315,13時間52分59秒,2時間7分1秒
伊那市,35.838435,137.959196,eco,854.864,13.86238,13時間51分45秒,2時間8分15秒
伊那北,35.84524,137.964368,eco,853.997,13.85686,13時間51分25秒,2時間8分35秒
田畑,35.860791,137.97781,eco,851.970,13.84391,13時間50分38秒,2時間9分22秒
北殿,35.879377,137.984059,eco,849.832,13.83021,13時間49分49秒,2時間10分11秒
木ノ下,35.900892,137.988022,eco,847.452,13.81493,13時間48分54秒,2時間11分6秒
伊那松島,35.913865,137.988647,eco,846.069,13.80602,13時間48分22秒,2時間11分38秒
沢,35.936385,137.985477,eco,843.793,13.79133,13時間47分29秒,2時間12分31秒
羽場(長野),35.953094,137.985126,eco,842.046,13.78003,13時間46分48秒,2時間13分12秒
伊那新町,35.9688,137.984056,eco,840.426,13.76952,13時間46分10秒,2時間13分50秒
宮木,35.976247,137.990509,eco,839.454,13.76321,13時間45分48秒,2時間14分12秒
米原,35.314657,136.289992,cool,965.757,14.51640,14時間30分59秒,1時間29分1秒
坂田,35.335777,136.287743,cool,963.721,14.50537,14時間30分19秒,1時間29分41秒
田村,35.356307,136.281813,cool,961.889,14.49541,14時間29分43秒,1時間30分17秒
長浜,35.378828,136.264901,cool,960.288,14.48668,14時間29分12秒,1時間30分48秒
虎姫,35.424539,136.257385,cool,956.000,14.46319,14時間27分47秒,1時間32分13秒
河毛,35.448425,136.249519,eco,953.918,14.45173,14時間27分6秒,1時間32分54秒
高月,35.470337,136.237716,eco,952.192,14.44219,14時間26分32秒,1時間33分28秒
木ノ本,35.505933,136.221706,eco,949.270,14.42599,14時間25分34秒,1時間34分26秒
余呉,35.53382,136.197591,heat,947.451,14.41587,14時間24分57秒,1時間35分3秒
近江塩津,35.53978,136.151236,heat,948.722,14.42295,14時間25分23秒,1時間34分37秒
新疋田,35.594239,136.100558,heat,945.371,14.40426,14時間24分15秒,1時間35分45秒
敦賀,35.644767,136.076488,heat,941.354,14.38172,14時間22分54秒,1時間37分6秒
南今庄,35.757424,136.184723,heat,925.751,14.29282,14時間17分34秒,1時間42分26秒
今庄,35.772947,136.199279,heat,923.617,14.28050,14時間16分50秒,1時間43分10秒
湯尾,35.803251,136.193007,heat,920.873,14.26459,14時間15分53秒,1時間44分7秒
南条,35.831956,136.193391,cool,918.018,14.24797,14時間14分53秒,1時間45分7秒
王子保,35.866259,136.165595,cool,915.779,14.23489,14時間14分6秒,1時間45分54秒
しきぶ,35.887778,136.166389,cool,913.624,14.22225,14時間13分20秒,1時間46分40秒
武生,35.903254,136.170913,cool,911.909,14.21217,14時間12分44秒,1時間47分16秒
鯖江,35.943355,136.188852,cool,907.209,14.18440,14時間11分4秒,1時間48分56秒
北鯖江,35.971496,136.198452,cool,904.036,14.16555,14時間9分56秒,1時間50分4秒
大土呂,36.010546,136.216519,cool,899.435,14.13805,14時間8分17秒,1時間51分43秒
越前花堂,36.038771,136.218073,cool,896.592,14.12097,14時間7分16秒,1時間52分44秒
越前たけふ,35.895669,136.198801,cool,911.499,14.20975,14時間12分35秒,1時間47分25秒
福井(福井),36.062057,136.223516,cool,894.073,14.10578,14時間6分21秒,1時間53分39秒
福井駅,36.062111,136.222139,cool,894.126,14.10610,14時間6分22秒,1時間53分38秒
森田,36.109381,136.222516,heat,889.465,14.07785,14時間4分40秒,1時間55分20秒
春江,36.129004,136.228487,heat,887.287,14.06459,14時間3分53秒,1時間56分7秒
丸岡,36.162595,136.233502,eco,883.779,14.04314,14時間2分35秒,1時間57分25秒
芦原温泉,36.214542,136.235069,eco,878.622,14.01142,14時間0分41秒,1時間59分19秒
細呂木,36.24125,136.256968,eco,875.076,13.98948,13時間59分22秒,2時間0分38秒
牛ノ谷,36.259409,136.281618,eco,872.251,13.97192,13時間58分19秒,2時間1分41秒
大聖寺,36.300311,136.314205,cool,866.862,13.93824,13時間56分18秒,2時間3分42秒
加賀温泉,36.320562,136.350337,cool,863.349,13.91615,13時間54分58秒,2時間5分2秒
動橋,36.328428,136.383027,cool,861.199,13.90259,13時間54分9秒,2時間5分51秒
粟津(石川),36.35575,136.424544,cool,856.773,13.87453,13時間52分28秒,2時間7分32秒
小松,36.402545,136.452926,cool,850.985,13.83760,13時間50分15秒,2時間9分45秒
明峰,36.425302,136.463114,cool,848.323,13.82053,13時間49分14秒,2時間10分46秒
能美根上,36.452053,136.459721,heat,845.839,13.80454,13時間48分16秒,2時間11分44秒
小舞子,36.476371,136.474925,heat,842.814,13.78500,13時間47分6秒,2時間12分54秒
美川,36.486001,136.489205,heat,841.268,13.77498,13時間46分30秒,2時間13分30秒
加賀笠間,36.502935,136.527434,heat,838.002,13.75376,13時間45分14秒,2時間14分46秒
西松任,36.517902,136.548992,eco,835.629,13.73829,13時間44分18秒,2時間15分42秒
松任,36.526706,136.566205,eco,834.045,13.72793,13時間43分41秒,2時間16分19秒
野々市(IRいしかわ鉄道),36.541644,136.598044,eco,831.250,13.70961,13時間42分35秒,2時間17分25秒
西金沢,36.553212,136.621225,eco,829.148,13.69579,13時間41分45秒,2時間18分15秒
金沢,36.578117,136.648166,eco,825.579,13.67224,13時間40分20秒,2時間19分40秒
北鉄金沢,36.578637,136.649524,heat,825.472,13.67154,13時間40分18秒,2時間19分42秒
岐阜,35.409532,136.756514,heat,938.684,14.36666,14時間22分0秒,1時間38分0秒
長森,35.402024,136.802981,cool,937.779,14.36154,14時間21分42秒,1時間38分18秒
那加,35.400538,136.835466,cool,936.772,14.35584,14時間21分21秒,1時間38分39秒
新那加,35.400097,136.83386,eco,936.874,14.35641,14時間21分23秒,1時間38分37秒
蘇原,35.403167,136.871434,cool,935.227,14.34707,14時間20分49秒,1時間39分11秒
各務ヶ原,35.403812,136.901106,cool,934.115,14.34074,14時間20分27秒,1時間39分33秒
名電各務原,35.402518,136.900981,heat,934.252,14.34152,14時間20分29秒,1時間39分31秒
鵜沼,35.397897,136.945122,cool,933.180,14.33542,14時間20分7秒,1時間39分53秒
新鵜沼,35.396799,136.944314,cool,933.321,14.33622,14時間20分10秒,1時間39分50秒
坂祝,35.426359,136.976868,cool,929.154,14.31239,14時間18分45秒,1時間41分15秒
美濃太田,35.445617,137.019467,eco,925.700,14.29253,14時間17分33秒,1時間42分27秒
古井,35.457295,137.047497,heat,923.533,14.28001,14時間16分48秒,1時間43分12秒
中川辺,35.487143,137.065086,heat,919.858,14.25869,14時間15分31秒,1時間44分29秒
下麻生,35.514973,137.087157,heat,916.237,14.23757,14時間14分15秒,1時間45分45秒
上麻生,35.541293,137.11863,heat,912.450,14.21535,14時間12分55秒,1時間47分5秒
白川口,35.579345,137.184824,heat,906.278,14.17888,14時間10分44秒,1時間49分16秒
下油井,35.633214,137.183137,heat,900.784,14.14613,14時間8分46秒,1時間51分14秒
飛騨金山,35.662118,137.164333,heat,898.451,14.13215,14時間7分56秒,1時間52分4秒
焼石,35.725763,137.200404,heat,890.667,14.08516,14時間5分7秒,1時間54分53秒
下呂,35.805345,137.239778,heat,881.132,14.02689,14時間1分37秒,1時間58分23秒
禅昌寺,35.848937,137.225184,eco,877.153,14.00234,14時間0分8秒,1時間59分52秒
飛騨萩原,35.874766,137.213568,eco,874.903,13.98840,13時間59分18秒,2時間0分42秒
上呂,35.910717,137.204562,eco,871.529,13.96742,13時間58分3秒,2時間1分57秒
飛騨宮田,35.928443,137.235595,eco,868.631,13.94932,13時間56分58秒,2時間3分2秒
飛騨小坂,35.950749,137.257084,eco,865.596,13.93029,13時間55分49秒,2時間4分11秒
渚(岐阜),36.001416,137.287894,eco,859.329,13.89075,13時間53分27秒,2時間6分33秒
久々野,36.052273,137.276778,eco,854.500,13.86006,13時間51分36秒,2時間8分24秒
飛騨一ノ宮,36.08836,137.247588,eco,851.829,13.84301,13時間50分35秒,2時間9分25秒
高山,36.140574,137.251301,eco,846.360,13.80790,13時間48分28秒,2時間11分32秒
上枝,36.18095,137.245789,eco,842.432,13.78253,13時間46分57秒,2時間13分3秒
飛騨国府,36.211001,137.215895,eco,840.436,13.76959,13時間46分11秒,2時間13分49秒
飛騨古川,36.236727,137.189681,eco,838.763,13.75871,13時間45分31秒,2時間14分29秒
杉崎,36.250003,137.168638,eco,838.177,13.75490,13時間45分18秒,2時間14分42秒
飛騨細江,36.260926,137.146029,eco,837.893,13.75305,13時間45分11秒,2時間14分49秒
角川,36.30016,137.113223,eco,835.124,13.73499,13時間44分6秒,2時間15分54秒
坂上,36.327902,137.140979,eco,831.288,13.70986,13時間42分36秒,2時間17分24秒
打保,36.383737,137.181902,eco,824.121,13.66260,13時間39分45秒,2時間20分15秒
杉原,36.415806,137.192102,eco,820.495,13.63852,13時間38分19秒,2時間21分41秒
猪谷,36.471625,137.237975,heat,813.149,13.58943,13時間35分22秒,2時間24分38秒
楡原,36.529323,137.22872,heat,807.650,13.55240,13時間33分9秒,2時間26分51秒
笹津,36.562129,137.211437,heat,804.978,13.53433,13時間32分4秒,2時間27分56秒
東八尾,36.589645,137.174978,cool,803.571,13.52478,13時間31分29秒,2時間28分31秒
越中八尾,36.591391,137.138379,cool,804.782,13.53300,13時間31分59秒,2時間28分1秒
千里(富山),36.634678,137.132396,eco,800.659,13.50498,13時間30分18秒,2時間29分42秒
速星,36.664135,137.160428,eco,796.628,13.47746,13時間28分39秒,2時間31分21秒
婦中鵜坂,36.678139,137.16892,eco,794.896,13.46560,13時間27分56秒,2時間32分4秒
西富山,36.699331,137.177029,eco,792.457,13.44885,13時間26分56秒,2時間33分4秒
富山,36.701612,137.213252,eco,790.849,13.43779,13時間26分16秒,2時間33分44秒
